image,text
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/memes/2023_batch_300/1609488190234316800g.png,I can’t compete. His bellydancing got me all 💦wet💦. 😭😩 #fafalily #bellydance #parody #comedian #hotguy #shirtless #gay https://t.co/ywUqClpB1n
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/memes/2023_batch_300/1609645916457414656g.png,"@EliseStefanik “For 20 years, thousands of Afghans risked their lives to stand alongside our service members and diplomats during America’s longest war. We must now honor our commitment to them."" @SenatorDurbin @JudiciaryDems https://t.co/Gpup7dfKdI #AfghanAdjustmentAct @CNNPolitics @saf_rauf https://t.co/ZFMcBv6EL4"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/memes/2023_batch_300/1609649278548578305g.png,@Urdchan And supports pro-life and doesnt kneel down to BLM like some Satanists i know if.... https://t.co/9ny2JTozuJ
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/memes/2023_batch_300/1609655778951970816g.png,jonathon groff in a horror/thriller??? with a gay family??? https://t.co/AXWshUOEsr
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/memes/2023_batch_300/1609695114972270593g.png,Racism is crazy loool you just be living your life and it smacks you outta nowhere for no reason https://t.co/nVWATZaqrD
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/memes/2023_batch_300/1609710740977352706g.png,"@Women___Exist @yourtwyn @ArielTroster @_MarkSutcliffe @OCDSB @OttCatholicSB @ottawacity I don't think you understand what ""appropriating black history"" means. A white person can and should point out racism. #FluTruxKlan https://t.co/KVs6ogEF5f"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/memes/2023_batch_300/1609715727174635520g.png,@RexChapman I truly believe its 95% projection with these people. And that includes the homophobia and transphobia. https://t.co/YoDsv7jVv9
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/memes/2023_batch_300/1609715791313899521g.png,Again Israel’s TERRORIST- Hispanic male- is STILL loitering in the parking lot of my work place in a grey vehicle BECAUSE YOU ARE ALL FILTH POLITICIANS @JoeBiden @VP @realDonaldTrump https://t.co/14tMqczxMZ
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/memes/2023_batch_300/1609777495875923970g.png,🎆❤️‍🔥🌅Please Check Out My Friend - In Her Dreams: This Shift Is A True Blessing💫2023 - New Year Tarot Reading &amp; Ritual For T... https://t.co/Q6BekmU7g6 via @YouTube #tarot #TarotReading #tarotcards #NewYear #NewYear2023 #blackwomen #blackmen #BlackTwitter #NYC #LosAngeles https://t.co/nBPAgCDODD
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/memes/2023_batch_300/1609796615329714177g.png,@washingtonpost Imagine being a Palestinian in Palestine https://t.co/nnnFXBhcjs
