tweet_id,tweet_text,img_url,lgbtterm1,lgbtcat1,lgbtterm2,lgbtcat2,lgbtterm3,lgbtcat3,raceterm1,racecat1,raceterm2,racecat2,raceterm3,racecat3
1079948274415661056g,#BackTheBlue #NewYearsEve2018 https://t.co/LsKbSKpRzQ,http://pbs.twimg.com/media/Dvy_Oq8WwAAIKr5.jpg,NA,NA,NA,NA,NA,NA,backtheblue,black,NA,NA,NA,NA
1060667371659104256g,Just one of the few things Donald Trump is worried about right now..😎 #Orlando #Miami #Tampa #Atlanta #Houston #Chicago #NYC #DC #Philly #LosAngeles #oldschool #melanin #hiphop #blacklove #blackexcellence #blackpower #blackpeople #blackqueen #MAGA #Bayarea #CNNElection https://t.co/Lbf1RQxVPR,http://pbs.twimg.com/media/Drg_WaKX4AITNgB.jpg,NA,NA,NA,NA,NA,NA,blackexcellence,black,blacklove,black,blackpeople,black
1075806591683833856g,"@TomSteyer Has he done anything like Eric Holder? Running guns into Mexico fully automatic ones untraceable to drug dealers? Killing hundreds of Mexicans? Killing a border patrol agent named Brian Terry. It was called Fast and Furious, but he was a Democrat so that makes it okay right? https://t.co/vm9bPzd3Wz",http://pbs.twimg.com/media/Du4IYZkVAAAwY78.jpg,NA,NA,NA,NA,NA,NA,mex,hispanic,NA,NA,mexican,hispanic
1050108175570137088g,@GOPChairwoman @realDonaldTrump Donald Trump has been inciting violence and screaming racist comments since he started campaigning stop with the lies! https://t.co/fhHueuPxIm,http://pbs.twimg.com/media/DpK7u5sUYAAQi2x.jpg,NA,NA,NA,NA,NA,NA,racist,minority,NA,NA,NA,NA
1066118047415640064g,This is how discourse takes place in the Islamic World under Sharia Law. Watch the moderator conducting a discussion between a Mullah and an Atheist. This is what's being demanded by Islamists in the West. https://t.co/WIVmALarNW,http://pbs.twimg.com/ext_tw_video_thumb/1065954995604996096/pu/img/xA1aaPJQo9NULPE0.jpg,NA,NA,NA,NA,NA,NA,islamist,middle eastern,islamists,middle eastern,islam,middle eastern
1069782540318314496g,"@ScottNjjscott @GeraldoRivera @realDonaldTrump Geraldo ⬅️ YOU’RE The Sponsor of these “desperate economical refugees”, YOU’RE RESPONSIBLE for the “Humanitarian Crisis” ➡️ YOU PICK UP THE TAB!!! #StopTheINVASION #BuildTheWALL #CloseTheBORDER #DrainTheSwamp #LockThemUP #MAGA #KAG #America1st &amp;God✝️ALLofUS:WeThePeople of the 🇺🇸 https://t.co/doTmpwuxMS",http://pbs.twimg.com/media/DtihgnTVAAEyDDc.jpg,NA,NA,NA,NA,NA,NA,buildthewall,hispanic,refugee,refugee,NA,NA
1056493272653123584g,"@thehill OBAMA brought character alright, doubled the nat debt, no hope, #Violence, #illegals, division, no #jobs, lousy 2.3% economy, open borders, &amp; the 🌎 coming for free #Medicaid 2k mo #welfare &amp; trillion dollar underground #Gangsters economy! #NeverAgain #VoteGOP https://t.co/vzOZawWV0J",http://pbs.twimg.com/media/DqlrB4MVsAEHTXO.jpg,NA,NA,NA,NA,NA,NA,illegals,immigrant,NA,NA,NA,NA
1028709640740192258g,NEO-NAZI OATH: ICH BIN EIN RASSISTISCHES ARSCHIOCH!! (I am a racist asshole)!! https://t.co/Zem2mEHVRn,http://pbs.twimg.com/media/Dka19oGWwAAAHD_.jpg,bi,bisexual,NA,NA,NA,NA,racist,minority,NA,NA,NA,NA
1028737846595805184g,@realDonaldTrump @DarrellIssa @foxandfriends RACIST https://t.co/Ow2ziqvKob,http://pbs.twimg.com/media/DkbPnR_W4AAeL7y.jpg,NA,NA,NA,NA,NA,NA,racist,minority,NA,NA,NA,NA
1049047163152609286g,@FoxNews @realDonaldTrump But in FOX World all women are whores who ruin the lives of rich white boys! https://t.co/RtixUoTwk6,http://pbs.twimg.com/media/Do72yh5XgAASen7.jpg,NA,NA,NA,NA,NA,NA,white boy,white,white boys,white,NA,NA
1059951497587384320g,"Today you rocked the vote! Tomorrow, join YHC and rock @F3Local_Honey ! My campaign promise - a bi-partisan beatdown is planned. #DRP @F3Greensboro https://t.co/9VNh45Goj3",http://pbs.twimg.com/tweet_video_thumb/DrW0Q8iU4AAhPot.jpg,bi,bisexual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1048053927806160896g,"@SheriffClarke Meanwhile ,no comment from your tap dancing mediocre Negro who is the dumbest ex sheriff in America https://t.co/weAmqj4OgF",http://pbs.twimg.com/media/DotvfIOU4AE22fc.jpg,NA,NA,NA,NA,NA,NA,negro,black,NA,NA,NA,NA
1035954433149083648g,@joncoopertweets @realDonaldTrump @realDonaldTrump U &amp; ur CORRUPT kids r the only 1's taking advantage of r country !! @POTUS UR A RACIST TREASONOUS GRIFTER !! AKA DON THE CON AKA MR DENISON.. #Emoluments #BabyJails #TrumpCrimeFamily #TrumpRussiaConspiracy #VoteThemAllOut #FlipItBlue #BlueWave2018 #VoteGillum https://t.co/N0xnfCbWRX,http://pbs.twimg.com/media/DmBzCLgV4AAAMdl.jpg,NA,NA,NA,NA,NA,NA,racist,minority,NA,NA,NA,NA
1068275314080460801g,"@marklevinshow @KnorrMelvin Brilliantly Trump unsealed a portion of the JFK files to intentionally exposing ""a file within"" a file containing photos of Hitler in 1955 Exposing that YES! The US was tracking Hitler's Escape to Argentina &amp; Hitlers Ratline/to weapons builder ProjectPaperclip Nazis on US Soil https://t.co/tYLfrTO8hz",http://pbs.twimg.com/media/DtNGuTNU0AEHv_3.jpg,NA,NA,NA,NA,NA,NA,nazis,white,NA,NA,NA,NA
1045496162193731584g,"@KamalaHarris lol, the racist idiotic members of L. Don Tubbard's cult always show up when she posts. https://t.co/VQMakTQ4B4",http://pbs.twimg.com/media/DoJY_kTUUAAxtuV.jpg,NA,NA,NA,NA,NA,NA,racist,minority,NA,NA,NA,NA
1039532251980152832g,"@MaDreNatuur @HillaryClinton @realDonaldTrump I thought if I talked bad enough about @kanyewest and deny the racist @realDonaldTrump black support for Kanye, it'll either raise his blood pressure to cause that black heart of his to explode or that pea sized brain of his to stroke out. https://t.co/EFiBeYsBh6",http://pbs.twimg.com/media/Dm0ovIrX4AAMvPn.jpg,NA,NA,NA,NA,NA,NA,racist,minority,NA,NA,NA,NA
1074716199357943808g,This Is Our Black History Never Forget Our History So We Can Teach Our Children And Grandchildren The Truth Monday 12/17/2018 https://t.co/rHoAMn3CVt,http://pbs.twimg.com/media/DuoortaVAAE0C3S.jpg,NA,NA,NA,NA,NA,NA,black history,black,NA,NA,NA,NA
1051503292281446400g,"The Filthy KKK, Nazis, DoucheBagDonald tRump Supporters, and ALL other Racists and White Supremacist Terrorist Groups are The Scum of The Earth! https://t.co/8SpPBWdkx6",http://pbs.twimg.com/media/Dpewqt_XoAIg8tE.jpg,NA,NA,NA,NA,NA,NA,racist,minority,racists,minority,kkk,white
1075812080295436288g,Tiempos finales;??? Mucha maldad apostasia engaños traidores homosexual lesbians abortos ect https://t.co/UGIfCNjsy6,http://pbs.twimg.com/media/Du4NYgmUwAE0XpE.jpg,bi,bisexual,lesbian,lesbian,homosexual,lgbtq+,NA,NA,NA,NA,NA,NA
1030296855345856514g,Even us hillbillies know... https://t.co/WhtsG7krUN,http://pbs.twimg.com/media/DkxZhvsX4AAl1Qf.jpg,bi,bisexual,NA,NA,NA,NA,hillbillies,white,NA,NA,NA,NA
1074784610742087680g,If you support a Filthy Racist such as DirtBagDonald tRump is...you ARE a Filthy Racist! Period. https://t.co/boij1Qq9iQ,http://pbs.twimg.com/media/Dupm5v2WoAIyPaK.jpg,NA,NA,NA,NA,NA,NA,racist,minority,NA,NA,NA,NA
1045037926265094145g,@andrewcuomo The citizens of the United States of America Will take our country back from you politicians for being so stupid. if you’re going to go back to college parties my rule is if you go to a college party be prepared to dance with the devil I know that you know that everybody knows https://t.co/fvt1wUhsKE,http://pbs.twimg.com/media/DoC4c9iUcAItxsD.jpg,NA,NA,NA,NA,NA,NA,our country back,immigrant,NA,NA,NA,NA
1076020111402708992g,@realDonaldTrump You are a stupid person. No stupid border wall will be built https://t.co/37OfUkgkYt,http://pbs.twimg.com/media/Du7Kk9hUwAAUYQt.jpg,NA,NA,NA,NA,NA,NA,border wall,hispanic,NA,NA,NA,NA
1031508541838974976g,"Thanks to MJ he made sure to show people Egypt is in Africa, so white people were kings or queens, or Pharoahs then... https://t.co/DzBKZ8jWgs",http://pbs.twimg.com/media/DlCnjIpU0AAw3rS.jpg,NA,NA,NA,NA,NA,NA,white people,white,NA,NA,NA,NA
1047080084669116416g,@swingjohnsons @NRATV @dbongino @kanyewest Black man? https://t.co/gIgmkx4SVi,http://pbs.twimg.com/media/Dof4-_8WsAEH6ER.jpg,NA,NA,NA,NA,NA,NA,black man,black,NA,NA,NA,NA
1049075566400458752g,"Since Dems Lost the Civil War and to our Present Days, Blacks have been either abused and/or used by Dems. In my decades,I've seen lots. https://t.co/24GJZfHapm",http://pbs.twimg.com/media/Do8QqAiUcAAkYvJ.jpg,NA,NA,NA,NA,NA,NA,blacks,black,NA,NA,NA,NA
1066807135990890496g,He’s always been just as much of a racist as he is today. This picture proves it. https://t.co/VAny5IZUCQ,http://pbs.twimg.com/media/Ds4Pbu5WwAICnHz.jpg,NA,NA,NA,NA,NA,NA,racist,minority,NA,NA,NA,NA
1059888860048482305g,@StrikklyRealDea @MSNBC Illegals and dead people voting in California? Are you out of your effing mind. I think you have the Democrats mixed up with the Republicans that get help from foreign countries on our elections. You might do your own research away from Fox https://t.co/x7yW8dbZR8,http://pbs.twimg.com/media/DrV7SoXU4AAGVwU.jpg,NA,NA,NA,NA,NA,NA,illegals,immigrant,NA,NA,NA,NA
1045783319642873862g,"Our heroes come from all walks of life which we value here @HomefrontHugs . We usually receive the troops who are most isolated to support - that means we get women, LGBT and minorities who need us most . But our support is nonpartisan and unconditional . https://t.co/hr6GJooWYG https://t.co/V3SKeAQr97",http://pbs.twimg.com/media/DoNeYdYXUAEqWf4.jpg,NA,NA,NA,NA,NA,NA,minorities,minority,NA,NA,NA,NA
1032346351739129856g,"Hey @jack, this tweet is racist AF!!!! Racists/white nationalists FREQUENTLY try to make jokes about &amp; draw conclusions of low intelligence from, speech patterns having more to do with the geography of where someone grows up than race. @TwitterGov @TwitterSafety @TwitterSupport https://t.co/FOBponZ1hc",http://pbs.twimg.com/media/DlOex_RUcAEHqlc.jpg,NA,NA,NA,NA,NA,NA,racist,minority,NA,NA,racists,minority
1058775716970577920g,The only way Democrats can win this November is through fake phony votes by illegals and the Dead. https://t.co/j2KRstE7P6,http://pbs.twimg.com/media/DrGG5lBXgAAzken.jpg,NA,NA,NA,NA,NA,NA,illegals,immigrant,NA,NA,NA,NA
1055962690110345217g,"I’m not calling @realdonaldtrump a Racist but the Racist believe he’s a Racist! Listen to his words and know who he’s speaking too. The GOP is better than this, don’t you agree? Share and RT because you believe in love. Kamala Harris @senwarren @hillaryclinton @oprah https://t.co/HVXxtNDeYu",http://pbs.twimg.com/media/DqeIdwiW4AARXUw.jpg,NA,NA,NA,NA,NA,NA,racist,minority,NA,NA,NA,NA
1033696130956189696g,"Its sad when you listen to people like #GeraldoRivera talk down to American Citizens when he says 11 Million Illegal Aliens shouldn't all be labeled as murders, but some are, and others are felons, plus big $ welfare expenses, and they are here illegally.#BuildThatWall #POTUS https://t.co/IGtHwUkKaM",http://pbs.twimg.com/tweet_video_thumb/DlhrqDCU0AAJ1Bi.jpg,bi,bisexual,NA,NA,NA,NA,buildthatwall,hispanic,illegal alien,immigrant,illegal aliens,immigrant
1074759831448313856g,"“In the years before Stonewall, people felt a need to hide...They‘d lose their jobs...if you were gay, they assumed you were a communist or a child molester.” Remembering Stonewall, ‘89 Doc. Sing w/ HMC to celebrate 50 yrs of fighting for equal rights. 1/8 &amp; 15, HMC@HMCKC.ORG. https://t.co/kt55CzmzzS",http://pbs.twimg.com/media/DupQWtkV4AAdlc_.jpg,gay,gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1059124838961311745g,"@Fuctupmind Trump unsealed JFK files /to expose Hitler escaped /and was barking out orders from Argentina /to weapons Developers ""Project Paperclip Nazis"" / deeply saturating American soil AKA Rosenstein/Mueller / the EU is the 4th Reich /shes a GLOBALISTS https://t.co/2Z6MgdCh8J",http://pbs.twimg.com/media/DrLEbX1UUAEz1V2.jpg,NA,NA,NA,NA,NA,NA,nazis,white,globalist,jewish,NA,NA
1049060785702416384g,"Big Education Ape: The Right Wing, Anti-Gay Crusade Behind Marshall Tuck’s Campaign to Take Over California Schools - LA Progressive - https://t.co/lGatnncmWv https://t.co/T45oTlWEi4",http://pbs.twimg.com/tweet_video_thumb/Do8DNn9UwAAjRCM.jpg,bi,bisexual,gay,gay,NA,NA,NA,NA,NA,NA,NA,NA
1039259853829668865g,95% of Hispano fest https://t.co/XD2Q1ItEQQ,http://pbs.twimg.com/media/DmwxUeIU0AAY7CU.jpg,NA,NA,NA,NA,NA,NA,hispano,hispanic,NA,NA,NA,NA
