image,text
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/memes/2021_batch_300/1344959946165612545g.png,So excited for these two!!! From Utah USA 🇺🇸 originally from Congo 🇨🇩 Right in the nick of time they started this business before the clock turned 12! 🥳 They had a goal in mind! &amp; that goal was to start this New Years off with complete success! https://t.co/Ku5WRgk3Tz https://t.co/hDeqrgaQ0r
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/memes/2021_batch_300/1345000514673659908g.png,I'm Grateful to my creator #HappyNewYear2021 #HAPPYNEWYEAR #africa #senegal #mali #coted'ivoire #france #guinea #Conakry #congo #belgique #benin #togo #kenya #nigeria #ghana https://t.co/rfvMzB8jHS
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/memes/2021_batch_300/1345033939791048706g.png,Posting GoFundMe requests for BLM and Breonna Taylor on Parler is hella fun! https://t.co/UiIpUe7d3k
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/memes/2021_batch_300/1345124296121839617g.png,"@eugenegu @realDonaldTrump @realDonaldTrump Stop lying about President Trump @eugenegu 🔥You, Soros and Fauci are destroying America for COMMUNISM AND NEW WORLD ORDER 🔥KNOWING ALL ALONG THE CURE FOR COVID-19 WAS,(since 2005) 🔥HYDROXYCHLOROQUINE 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 https://t.co/6NGCNZxE99"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/memes/2021_batch_300/1345195638565314563g.png,Unfollow me if this offends you ❤ #BlackLivesMatter https://t.co/GOOx6si8yn
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/memes/2021_batch_300/1345238409141477376g.png,"It may be a new year, but it still matters. #BlackLivesMatter https://t.co/VjzoQzp19O"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/memes/2021_batch_300/1345441757689831425g.png,"For 60 days, millions of people in Tigray have not accessed food, water, electricity, internet or phones. They've also been under attack by Eritrean and Ethiopian forces for weeks. Many have died. Not enough people are talking about this #TigrayGenocide https://t.co/rb6qM9Gnaz"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/memes/2021_batch_300/1345449696790151168g.png,I came into 2021 with my folding chair and I'm sitting proudly where I belong... At the head of the table👠💄 #personalbrand #womeninleadership #BlackTwitter https://t.co/wCdxmq3kWI
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/memes/2021_batch_300/1345472400125673473g.png,#PostcardsToVoters #Resist #IDDEMS #idpol #idyoungdems #SWIdahoNOW #IndivisibleID #DemCastID #DemCastUSA #ReclaimIdaho #BABEVOTE #BlackLivesMatter #MaskUpIdaho #MaskUpUSA #VoteYourOssoff #VoteWarnock #VoteBlackman #GADEM #VoteGA #PostcardsToVoters #DemCastGA #DropOffBallotGA https://t.co/Qnivo16Ln0
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/memes/2021_batch_300/1345757931002875904g.png,@LizWillis_ @realDonaldTrump @america1stwomen @RSBNetwork March to the koolaid for trump #MarchForTrump #Cult45 #March to keep racism and bigotry alive. https://t.co/WjGa9CEELk
