image,text
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/memes/2022_batch_300/1477296893462036482g.png,Trump LIED. MURDEROUS SAUDIS MUSLIMS MBS HACKSAWED KHASHOGGI. TRUMP BELONGS IN PRISON https://t.co/xJ41c78FsW
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/memes/2022_batch_300/1477331121302118402g.png,3 things black people can't hold on to in 2022 🗣🗣🗣 https://t.co/rJgisPMZs3
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/memes/2022_batch_300/1478426765315870724g.png,@DianaBubby729 Racists are stupid people … https://t.co/QSc2CyRY3f
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/memes/2022_batch_300/1480279111658582017g.png,#Houston #gay #LGBT https://t.co/71gU2MrNOk
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/memes/2022_batch_300/1481322420074024960g.png,@mdnij34 Oh my God imagine Republicans in charge and the Democrat or a black or Chinese or something didn't answer their subpoenas Leavenworth would be full https://t.co/QM1AZDiiAM
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/memes/2022_batch_300/1481763228548050945g.png,@PJSupportsBLM @KDKA To hell with blm https://t.co/D8MrEBhbBu
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/memes/2022_batch_300/1481924710967484418g.png,@GeorgeAnders007 Great farmajo is this. Look well puppie. He is the man slept all stooges foreigners. https://t.co/7IITlHM3tN
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/memes/2022_batch_300/1482386810617671683g.png,When you watch @almasway you’re going to see #PuertoRican culture at the forefront in a way that celebrates who we are without the stereotypes. Can’t express how excited we are for the show &amp; the way it exposes a new generation of kids to the beauty of being #Boricua! 🇵🇷📺💪🏽 https://t.co/x1Y6Oy0bLY
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/memes/2022_batch_300/1482592379559243777g.png,@MNageswarRaoIPS 💐 Is Law Equal To All ???💐 Missionaries hatched conspiracy against Hindus and Sanatan Dharma. Sant Shri Asharamji Bapu is the face but target is our Sanatan Dharma. Guilty Franco Acquitted. How? Innocent #Bapuji got life imprisonment. So Funny System. #BishopVsAsharamBapuCase https://t.co/7ty43zNlED
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/memes/2022_batch_300/1482836832878575621g.png,@MargaretAUGrad #Democrats love #slavery. https://t.co/6gtHknUdsL
