tweet_id,tweet_text,img_url,lgbtterm1,lgbtcat1,lgbtterm2,lgbtcat2,lgbtterm3,lgbtcat3,raceterm1,racecat1,raceterm2,racecat2,raceterm3,racecat3
1623099518949654528g,"In honor of Black History Month, check out these fun facts about black women in STEM (Science, Technology, Engineering, and Math) who made an impact! https://t.co/lqLC8CxVQG https://t.co/NqYzkwPX9f",http://pbs.twimg.com/ext_tw_video_thumb/1623099417070030850/pu/img/7zPEiHaFEWmGY0CQ.jpg,NA,NA,NA,NA,NA,NA,black history,black,black women,black,NA,NA
1625901804641824775g,@laurenboebert Uh oh many White women would rather have their own money and not marry https://t.co/noozksl6B1,http://pbs.twimg.com/media/FpBdEVeXsAktjs1.jpg,NA,NA,NA,NA,NA,NA,white women,white,NA,NA,NA,NA
1633571455702282240g,@MSNBC @MaddowBlog Remarkable globe trotting Ukraine Nazis all over the place. How about that. https://t.co/OWZPMgnpyR,http://pbs.twimg.com/media/FquclPaaQAAjCdG.jpg,NA,NA,NA,NA,NA,NA,nazis,white,NA,NA,NA,NA
1625506782318657537g,@NikkiBarnesFL @RonDeSantisFL DeSantis's vendetta policies are childish and petty and damaging. We are going to Tallahassee to demand a stop to his attack on Black people and so many others. https://t.co/k8RV69TBQl,http://pbs.twimg.com/media/Fo71zf_XgAE1dkY.png,NA,NA,NA,NA,NA,NA,black people,black,NA,NA,NA,NA
1612232480525803526g,Me watching black people argue about colorism rn. https://t.co/U9se4uMfXR,http://pbs.twimg.com/media/Fl_M5U4WYAEz5ji.jpg,NA,NA,NA,NA,NA,NA,black people,black,NA,NA,NA,NA
1610813912915795968g,Join me &amp; @docmont2 for 1 #SocialWork CEU: #Race x #Disability: Lifting up Black &amp; African American leaders in the #DisabilityJustice movement - plan ahead 4 #BlackHistoryMonth &amp; register 2/8/23 4 pm EST https://t.co/uvse3ffewO (Image: Disability Horizons) #SocialWorkTwitter https://t.co/Y1n1eVYfSc,http://pbs.twimg.com/media/FlrCt3vWYAAusgR.jpg,bi,bisexual,NA,NA,NA,NA,african american,black,NA,NA,NA,NA
1626697200901279756g,George Soros needs to just STOP https://t.co/OQHO0wlShR,http://pbs.twimg.com/media/FpMwez3X0AMpEuv.jpg,NA,NA,NA,NA,NA,NA,soros,jewish,NA,NA,NA,NA
1610012609582960640g,70 years since the greatest singing cowboy/hillbilly passed on. https://t.co/zQ5f1nun30,http://pbs.twimg.com/media/Flfp7nUWAAIxoRk.jpg,bi,bisexual,NA,NA,NA,NA,hillbilly,white,NA,NA,NA,NA
1617947560014143488g,@Gitmo99 Double standard democrats fully fund antifa and black lives manipulated was pure fraud. federal bureau of injustice should investigate and prosecute antifa under rico for terrorism and black lives manipulated under rico for fraud. https://t.co/LeqUfDwEm5,http://pbs.twimg.com/media/FnQauq-XEAoHGSO.jpg,NA,NA,NA,NA,NA,NA,black lives,black,NA,NA,NA,NA
1610356528363761665g,I also wax other body parts for clients not only butt and dicks . Just so u guys know 😉 #trimm #trimming #shave #shaving #WAX #waxing #sugar #sugaring #hair #hairremoval #handwax #bodywax #BrazilianWax #BrazilianWaxing #waxformen #waxforman #SanDiego #hillcrest #gay #STr8Guy https://t.co/vhWjRRfZhU,http://pbs.twimg.com/media/FlkiuigaAAEi7cJ.jpg,gay,gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1624015256077889536g,The Racist Family. Errr First family. https://t.co/YzYDu3poBi,http://pbs.twimg.com/media/FompRLZX0AMWmmu.jpg,bi,bisexual,NA,NA,NA,NA,racist,minority,NA,NA,NA,NA
1624964676281925634g,"@BrokenGamezHDR_ He not playing. I'm not fucking up like the other niggas,im keeping you barefoot and pregnant. 😂 👍 https://t.co/jl4X4JXBS6",http://pbs.twimg.com/tweet_video_thumb/Fo0IwhMWIAIxjJ2.jpg,NA,NA,NA,NA,NA,NA,nigga,black,niggas,black,NA,NA
1613959333728976896g,One thing imma always go is give Target a couple of my dollars when they release their Black History Month collection .... https://t.co/yFhIHGQiSA,http://pbs.twimg.com/tweet_video_thumb/FmXvcxKXEAEr839.jpg,NA,NA,NA,NA,NA,NA,black history,black,NA,NA,NA,NA
1622818866588971008g,"@nowhere987 @PaulDereume @KTULNews @HouseGOP @GOP @SpeakerMcCarthy @GovStitt @SenMullin @SenatorLankford .@nowhere987 😂 Trump loves China (lots of bank biz), Russia (Putin), N. Korea (Rocket Man), Saudi Arabia, Proud Boys, Oath Keepers, QAnon, Hitler and also likes pretending he's the Messiah. Ha ha ha! Sick bastard! https://t.co/Ng7jVeqmvP",http://pbs.twimg.com/media/FoVpJk4XoAAQ6w5.jpg,bi,bisexual,NA,NA,NA,NA,arab,middle eastern,oath keepers,white,proud boys,white
1624851055199629314g,"Our 1st week of Black History Month was one for the books🤩! We celebrated PSC week, BLM, and HBCU’s. We are #pgcpsproud❤️ https://t.co/PYBEXGedTQ",http://pbs.twimg.com/media/FoyhauzXsAYMcdd.jpg,NA,NA,NA,NA,NA,NA,black history,black,blm,black,NA,NA
1623811884398034944g,@beranewsnetwork Bera can you recommend any good Cuban food on the west coast? https://t.co/RszS2mZrwQ,http://pbs.twimg.com/media/FojwTP-aMAAwUtA.jpg,NA,NA,NA,NA,NA,NA,cuban,black,NA,NA,NA,NA
1620961343615692801g,Happy Black History Month! ✊🏿 https://t.co/QhLXfLKY4P,http://pbs.twimg.com/ext_tw_video_thumb/1620961287038722049/pu/img/OkPX2elDSxCb9HtD.jpg,NA,NA,NA,NA,NA,NA,black history,black,NA,NA,NA,NA
1610312098495582208g,We Wear the Mask 2: Black Superheroes Through the Ages by Frank X Walker will be at The Lyric until 2/28. Mon-Frid 11am-5pm. Who is your hero and why? #superheros #blacksuperhero #hero #frankxwalker #comic #comicbook #actionfigures #art #exhibit #representation #blackpanther https://t.co/DAW9dLVAAh,http://pbs.twimg.com/media/Flj6UKNXwAAH41r.jpg,bi,bisexual,NA,NA,NA,NA,blacks,black,blackpanther,black,NA,NA
1619200810503766016g,⚪🟡⚫🔴 Unite ✊ With Movement Stand Against The KKK Stand Together My Brother And Sister's https://t.co/ONGxcnkizJ,http://pbs.twimg.com/media/FniOjgFaAAABKLC.jpg,NA,NA,NA,NA,NA,NA,kkk,white,NA,NA,NA,NA
1630561039300415488g,A teaching moment; being a parent and raising children can be difficult but if you’re child tells you that they don’t identify with their gender at birth love and support them. Don’t be their first bully! #tuesdaythoughts #wordsofwisdom #foodforthought #wordporn #change #queer https://t.co/tGGembOvmI,http://pbs.twimg.com/ext_tw_video_thumb/1630560989383933954/pu/img/FKutp1fdPVm4GtO_.jpg,bi,bisexual,queer,lgbtq+,NA,NA,NA,NA,NA,NA,NA,NA
1619125623108308992g,"Published in 2010 , “The Nazi Roots of the ‘Brussels EU’” proves that the architects of the EU were recruited from the technocrats who had designed plans for a post-WWII Europe under the control of the Nazis. https://t.co/DMu9bPNt7E https://t.co/DEhF5GMKVF",http://pbs.twimg.com/media/FnhKLEMX0AAfSXl.jpg,NA,NA,NA,NA,NA,NA,nazis,white,NA,NA,NA,NA
1614413128867131392g,Let my weekend commence! 😃 #Navajo https://t.co/7WFkvhLchI,http://pbs.twimg.com/media/FmeMLgXaAAIAnM0.jpg,NA,NA,NA,NA,NA,NA,navajo,native american,NA,NA,NA,NA
1630249653932310528g,"@hodgetwins It always amazes me how these White Kids , love using nigga term , like it makes them tougher or gangster!! The entitlement and disrespect is unreal in this generation of all kids. Unfortunately their going to come across the wrong one/teacher!!🤔😡✌🏾 https://t.co/2PvJkeURCU",http://pbs.twimg.com/media/Fp_Pa3kWAAA_pHo.jpg,NA,NA,NA,NA,NA,NA,nigga,black,NA,NA,NA,NA
1629092573947039747g,Ted … God loves a REAL man. Tell your kids there will never be ANOTHER Drag Queen anywhere NEAR OUR HOUSE OF WHITE EVER AGAIN 🌪️💪🏻💙👍🏻🌪️ https://t.co/M0M3ZENNiD,http://pbs.twimg.com/media/FpuzDzdXgAA5YZM.jpg,drag queen,lgbtq+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1617291757468672000g,@seanmack1025 The Catholic League? I have never seen such hard core group of homosexual men complain about other homosexual men. The Catholic League? Men who only want other men to make decisions about what men do in the dark? The Catholic League? https://t.co/GjFPFc9uDe,http://pbs.twimg.com/media/FnHGSBRWIAIpSLp.jpg,homosexual,lgbtq+,NA,NA,homo,lgbtq+,NA,NA,NA,NA,NA,NA
1617388406383706113g,@tom__builder @JamesBradleyCA Most likely…they’ve tried that before..doing shit then blaming BLM and Antifa.. https://t.co/DW7F8mmtXW,http://pbs.twimg.com/media/FnIeLuhXgAgkFft.jpg,NA,NA,NA,NA,NA,NA,blm,black,NA,NA,NA,NA
1610314749668990976g,"At Martin Luther King Jr National Historic Site in Atlanta, I found this against Taliban. Girls in Afghanistan are now feeling the ""stinging darts of segregation"". https://t.co/mRn0ZvW207",http://pbs.twimg.com/media/Flj8uZiXgAAJq-c.jpg,NA,NA,NA,NA,NA,NA,afghanistan,middle eastern,afg,middle eastern,afghan,middle eastern
1610763211418046479g,@Iamccrazed I guess Jason Whitlock is a racist too 🤦🏻‍♂️🤦🏻‍♂️🤣🤣🤫🤫🤡🤡 https://t.co/rH8WuzJjTQ,http://pbs.twimg.com/media/FlqUmkbXEAEGVar.jpg,NA,NA,NA,NA,NA,NA,racist,minority,NA,NA,NA,NA
1634512852739563521g,Niggas Ain’t Taking Shit From Me But Notes @nyweekly https://t.co/v3uYugaqIH https://t.co/QFevgyieyI,http://pbs.twimg.com/media/Fq70xQSaUAIQW26.jpg,NA,NA,NA,NA,NA,NA,nigga,black,niggas,black,NA,NA
1631372863738617856g,"@TheMaryGirls @profgalloway This is the same crowd that wants to eliminate teaching accurate history because they are afraid they or their children will feel ashamed because their white ancestors owned people and, until the 1960s enjoyed lawful segregation from and extrajudicial lynchings of black people. https://t.co/9xmfXbfU5p",http://pbs.twimg.com/tweet_video_thumb/FqPM91UagAAqQRx.jpg,NA,NA,NA,NA,NA,NA,black people,black,NA,NA,NA,NA
