image,text
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2022mixed/1477143475975954433g.png,@zollotech Happy Gay Bear!! https://t.co/GeuLxe2sYH
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2022mixed/1477148827660394500g.png,Thanks guys! 🥰 #thevillagehiddeninthemeadows #newyearseve #friday #smallbusiness #WINNER #Thankful #NewYear_SKZ2022 #latinaownedbusiness #ShopLocal #anime #otaku #anitwt #animetwt #art #latina #Marvel #HunterXHunter #NARUTO https://t.co/BgYC2txS63
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2022mixed/1477149179499716608g.png,Big Money Talking Ain’t Tryna Hear None 🥱 My Wrist On Water These Niggas Fear Money 🗽 https://t.co/6R41kRfpbO
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2022mixed/1477153962184880130g.png,starting off 2022 gay as hell https://t.co/l7zuNIM4y9
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2022mixed/1477159956268949505g.png,You wanna have fun??? Join the #SilkCityBookClub or just #SCBC because spelling is gay. Day 1 Book 1 #ChasingTheBoogeyman by @RichardChizmar Let's see how many books we can read &amp; show Lenny how to be a #RealAssLenny @MikeSafo Put your reading glasses on &amp; LET'S GO! https://t.co/J1EEHn4xWn
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2022mixed/1477167075005243393g.png,King pluto alexander trying take social media to a whole new level I'm Thai my big Pepe turn on my Big Poppa im talking big pimpin underworld pimpin with the Almighty FaceTime right out of Pluto when me ladies take trip to Pluto for like 2 hours showing how to really get that KP https://t.co/LkEd38hFMj
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2022mixed/1477183446845898753g.png,@Liz_Wheeler Here’s what we’ve got on our phones at 2:40pm on NYE north of the border in Quebec (read the lower part in English). That’s N. Korean fascism level right there https://t.co/3skeobVa2c
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2022mixed/1477187248663580676g.png,"My daily walk, covering the same ground, but like a sunset, always a different picture. This New Year's Eve bike parade, from a diverse city, with an equally diverse group, by age, gender, race, economic status and sexual orientation, pedaling along, having fun. #HappyNewYear https://t.co/HRpGptkprS"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2022mixed/1477221421067771907g.png,"Friday workout: work related chores / errands / shopping, afternoon hike through Cherokee Park / Brickyard Trail, and personal chores / errands / shopping to clock in over 8800 steps. Ending the month with over 284k steps. https://t.co/5qKiw60jWi"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2022mixed/1477283873809702912g.png,Just casually dressed for NYE in the living room 💅🏽💃🏽👑🥂 #salafit #NYE #newyearseveoutfit #newyearseve2022 #Venezolana #Venezuelan #Latina #Indolatina #nye2022 https://t.co/h8LEN2FgQn
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2022mixed/1477285068401876995g.png,Espero que este 2022 Dios y la vida me den la oportunidad de regresar a casa. Hospital de petroleros mexicanos de la sección 36 cd Reynosa Tamaulipas.. https://t.co/yFbWd5sz5a
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2022mixed/1477297689159258119g.png,"🎉 Happy New Year! 🤩 Here’s the best smiles of 2021, from the Korean children we support. Let’s continue to bring more smiles to children who deserve it in 2022. #HappyNewYear #Korean #Children #Smile #Joy #Nonprofit #Charity #HAPPYNEWYEAR2022 https://t.co/BbQIK8Kw1P"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2022mixed/1477306324685885440g.png,El pueblo cubano se reinventa ante cada reto. Aportemos todos con nuestro cuidado y cuidando a los demás. Al #OmicronVirus también podemos vencerlo. #CubaVive y !!! VIVIRÁ POR SIEMPRE !!! #IzquierdaUnida https://t.co/KAGG1wbPMW
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2022mixed/1477313313918750726g.png,"Happy New Year from this bowl of 떡국 (dduk-guk, Korean New Year’s tradition of rice cake soup)!!! 새해 복 많이 받으세요!!! https://t.co/jxWGIFWlmU"
