tweet_id,tweet_text,img_url,lgbtterm1,lgbtcat1,lgbtterm2,lgbtcat2,lgbtterm3,lgbtcat3,raceterm1,racecat1,raceterm2,racecat2,raceterm3,racecat3
1609415114700238850g,@JoelBrownMD So what you’re saying is Chattel slavery followed by Jim Crow never happened and we should just get over it? Now ask yourself would you say that to a Jewish person? No you wouldn’t! By what right? https://t.co/2KdqlfBsSf,http://pbs.twimg.com/media/FlXKg0paAAAmYHn.jpg,NA,NA,NA,NA,NA,NA,jim crow,black,slavery,black,jewish,jewish
1609415342463553542g,First ever New Year Cuban Dinner &amp; tradition celebration with an amazing Cuban Family... thank you Omar DelaRosa and Eli… ~ Pork and Yuca was delicious!!! https://t.co/95wIEjVZNk,http://pbs.twimg.com/media/FlXKuIGWQAAiGTu.jpg,NA,NA,NA,NA,NA,NA,cuban,black,NA,NA,NA,NA
1609415472935743489g,#SHESHE #NYC #SANGER #ACTRESS #SOLID #THRIVING #CONFIDENT #POSITIVE #RESILIENT #BLACKGIRLSROCK #BLACKGIRLMAGIC #BLACKEXCELLENCE #JUSTBEINGME #MUSICUNDERNEWYORK #MTA #MUSICANDDESIGN #HAPPYNEWYEAR #ADVENTURES #ROLLERCOASTERS #OPENHEARTS #OPENMINDS #KINDNESS #LOVE #ACCEPTANCE https://t.co/ldODi93nqA,http://pbs.twimg.com/ext_tw_video_thumb/1609415194626646020/pu/img/DHootSpvucZlZW9m.jpg,NA,NA,NA,NA,NA,NA,blackexcellence,black,blackgirlmagic,black,blackgirls,black
1609416098213928960g,"#HappyNewYear2023 to everyone, especially to the brave men and women who fight for freedom and democracy in Iran. May 2023 be the last year of the existence of terrorist, child-killer, and gender-apartheid Islamic Regime in Iran. #IranRevolution https://t.co/tWSi5XNFPq",http://pbs.twimg.com/media/FlXLaPzXoAEfV5J.jpg,NA,NA,NA,NA,NA,NA,islam,middle eastern,islamic,middle eastern,NA,NA
1609417913856937984g,Rang in the New Year with this cutie. She keeps talking about my lips 😂 Happy New Year &amp; 219th Haitian Independence Day 🇭🇹🇭🇹 https://t.co/4WJPP59SHP,http://pbs.twimg.com/media/FlXNDuwX0AEwKrX.jpg,NA,NA,NA,NA,NA,NA,haitian,black,NA,NA,NA,NA
1609419936476135424g,GRACIAS 2022 💜 #HappyNewYear2023 #FelizAñoNuevo #AñoNuevo #gay #gaytiktok #gayboy https://t.co/ZFmjZRppQS,http://pbs.twimg.com/ext_tw_video_thumb/1609419658645602309/pu/img/5Cw0ULe14LyOm5zE.jpg,gay,gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1609420340031115264g,"In many Asian cultures, you have noodles at midnight on New Year's Eve to bring long life and good luck. Made soba (cold) for my daughter and I. Hot for my wife. We also adopted a Spanish tradition of downing 12 grapes as the clock struck 12:00 #HappyNewYear2023 https://t.co/KxNuJCT9tU",http://pbs.twimg.com/media/FlXPPn4XkAAfImY.jpg,NA,NA,NA,NA,NA,NA,asian,asian,NA,NA,NA,NA
1609420520214376450g,"Happy new year everyone! It was great coming out of the closet and being myself finally in 2022! I hope 2023 is filled with many great kinky, rubbery, and otherwise gear filled adventures for y'all! https://t.co/Mbk17e5ymQ",http://pbs.twimg.com/media/FlXPbxXXEAEXCXh.jpg,coming out of the closet,lgbtq+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1609421498581716992g,"Merry New Year, Niggas 🖤 https://t.co/pLEQnbsKv8",http://pbs.twimg.com/media/FlXQUXMX0AAanFS.jpg,NA,NA,NA,NA,NA,NA,nigga,black,niggas,black,NA,NA
1609421543314186240g,#mexican #food #foodie https://t.co/GMTldV7Arj,http://pbs.twimg.com/media/FlXQXB8WYAIrvOs.jpg,NA,NA,NA,NA,NA,NA,mex,hispanic,mexican,hispanic,NA,NA
1609422107343212544g,@Fxceyyy Boy this summer…I hated y’all niggas https://t.co/gjX09TaoWR,http://pbs.twimg.com/tweet_video_thumb/FlXQ33PXwAA6-pj.jpg,NA,NA,NA,NA,NA,NA,nigga,black,niggas,black,NA,NA
1609422419579797505g,Can I be the mother in gay porn finding her son raw dogging it with the twink next door? Happy new year!! https://t.co/GiOBTtx1Ur,http://pbs.twimg.com/media/FlXRKIHXoAAbIcS.jpg,gay,gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1609423568554676224g,Ya andamos listos mi raza! https://t.co/wUyHwCQgau,http://pbs.twimg.com/media/FlXSNGUXgAAM42W.jpg,NA,NA,NA,NA,NA,NA,raza,hispanic,NA,NA,NA,NA
1609424589154844677g,It’s been more than two years serving the Filipinos and Fil-Canadian community through news and information. Thank you for entrusting your stories to us❤️ https://t.co/vNCnfT3FhH,http://pbs.twimg.com/media/FlXTIiyaEAAF0Y2.jpg,NA,NA,NA,NA,NA,NA,filipino,asian,filipinos,asian,NA,NA
1609425073458544648g,#cannabrowniee #ogkush vape pen #mtf from a friend and a glass of milk ya it's going to be a happy New Year 😂😂 Partake safely #stonerfam #Mmemberville #NewYear https://t.co/9NVdh92TCe,http://pbs.twimg.com/media/FlXTkgvagAAK_lj.jpg,mtf,transgender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
