image,text
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2023mixed/1609415114700238850g.png,@JoelBrownMD So what you’re saying is Chattel slavery followed by Jim Crow never happened and we should just get over it? Now ask yourself would you say that to a Jewish person? No you wouldn’t! By what right? https://t.co/2KdqlfBsSf
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2023mixed/1609415342463553542g.png,First ever New Year Cuban Dinner &amp; tradition celebration with an amazing Cuban Family... thank you Omar DelaRosa and Eli… ~ Pork and Yuca was delicious!!! https://t.co/95wIEjVZNk
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2023mixed/1609415472935743489g.png,#SHESHE #NYC #SANGER #ACTRESS #SOLID #THRIVING #CONFIDENT #POSITIVE #RESILIENT #BLACKGIRLSROCK #BLACKGIRLMAGIC #BLACKEXCELLENCE #JUSTBEINGME #MUSICUNDERNEWYORK #MTA #MUSICANDDESIGN #HAPPYNEWYEAR #ADVENTURES #ROLLERCOASTERS #OPENHEARTS #OPENMINDS #KINDNESS #LOVE #ACCEPTANCE https://t.co/ldODi93nqA
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2023mixed/1609416098213928960g.png,"#HappyNewYear2023 to everyone, especially to the brave men and women who fight for freedom and democracy in Iran. May 2023 be the last year of the existence of terrorist, child-killer, and gender-apartheid Islamic Regime in Iran. #IranRevolution https://t.co/tWSi5XNFPq"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2023mixed/1609417913856937984g.png,Rang in the New Year with this cutie. She keeps talking about my lips 😂 Happy New Year &amp; 219th Haitian Independence Day 🇭🇹🇭🇹 https://t.co/4WJPP59SHP
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2023mixed/1609419936476135424g.png,GRACIAS 2022 💜 #HappyNewYear2023 #FelizAñoNuevo #AñoNuevo #gay #gaytiktok #gayboy https://t.co/ZFmjZRppQS
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2023mixed/1609420340031115264g.png,"In many Asian cultures, you have noodles at midnight on New Year's Eve to bring long life and good luck. Made soba (cold) for my daughter and I. Hot for my wife. We also adopted a Spanish tradition of downing 12 grapes as the clock struck 12:00 #HappyNewYear2023 https://t.co/KxNuJCT9tU"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2023mixed/1609420520214376450g.png,"Happy new year everyone! It was great coming out of the closet and being myself finally in 2022! I hope 2023 is filled with many great kinky, rubbery, and otherwise gear filled adventures for y'all! https://t.co/Mbk17e5ymQ"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2023mixed/1609421498581716992g.png,"Merry New Year, Niggas 🖤 https://t.co/pLEQnbsKv8"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2023mixed/1609421543314186240g.png,#mexican #food #foodie https://t.co/GMTldV7Arj
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2023mixed/1609422107343212544g.png,@Fxceyyy Boy this summer…I hated y’all niggas https://t.co/gjX09TaoWR
