image,text
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2020mixed/1212237362295705600g.png,just your friendly gay https://t.co/RNjAS4MbJf
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2020mixed/1212242943886680065g.png,Baby Bron look like a Donkey Kong ass nigga... https://t.co/Td4dXbPdNc
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2020mixed/1212264212455657472g.png,every time one of my relatives says the n-word i call them on it and their response is always “why do you care you’re not even black” and i just https://t.co/HNaCYBULI0
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2020mixed/1212267106848215041g.png,Bringing big gay energy into 2020. @tangibletears @alcoholygolitly https://t.co/ZC6dFtSkEt
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2020mixed/1212280197086507008g.png,10 minutes until the roaring twenties. Be gay do crimes etc. 🎊 https://t.co/xuAaelvAPT
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2020mixed/1212283514961350656g.png,Here's to the bright New Year and a fond farewell to the old; here's to the things that are yet to come and to the memories that we hold. Nizhónígo Nináánááhai Dooleeł! #UrbanNavajo #Navajo https://t.co/u7IpsGOhdB
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2020mixed/1212332264832425984g.png,Know you don’t like me cuz your nigga probably does!!! https://t.co/LZ9uHjj9Ht
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2020mixed/1212360337858727937g.png,"Everyday is #domesticviolence awareness. If you or someone you know is experiencing The Cycle of Violence, please seek #HELP #enddomesticviolence 1-800-799-7233 #alllivesmatter 🙌🙌🏽🙋🙋🏽 https://t.co/pDUPhs0t1I"
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2020mixed/1212362994560225280g.png,First #hukam read of 2020!! #happynewyear! #2020newyear #sikhism #sikhs #gurdwara #gurugranthsahibji https://t.co/dN2xFZpU2o
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2020mixed/1212392520510033922g.png,My wishes to all haitians peeps https://t.co/tK2oRcHX9N
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2020mixed/1212398949354463233g.png,I'm shook cause I really though he was gay. The lies these straight men tell. https://t.co/8Vd2jYglzd
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2020mixed/1212400083867713536g.png,Me Never Showing My Nigga 🥰 https://t.co/WfTmm6ysGT
https://github.com/heranmane/label_studio_images/tree/main/twitter_data/mixed_images/2020mixed/1212403995383418882g.png,"The left saying the Baghdad embassy situation is Trumps #Benghazi is a very far stretch. Apaches were in the air within hours, #DevilDogs were boots on the ground within hours. Hillary left our men on their own and to die. It’s night &amp; day difference on responses. https://t.co/M8mzyf3S49"
