tweet_id,tweet_text,img_url,lgbtterm1,lgbtcat1,lgbtterm2,lgbtcat2,lgbtterm3,lgbtcat3,raceterm1,racecat1,raceterm2,racecat2,raceterm3,racecat3
1477143475975954433g,@zollotech Happy Gay Bear!! https://t.co/GeuLxe2sYH,http://pbs.twimg.com/tweet_video_thumb/FH_eKPyVEAUGGyC.jpg,gay,gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1477148827660394500g,Thanks guys! 🥰 #thevillagehiddeninthemeadows #newyearseve #friday #smallbusiness #WINNER #Thankful #NewYear_SKZ2022 #latinaownedbusiness #ShopLocal #anime #otaku #anitwt #animetwt #art #latina #Marvel #HunterXHunter #NARUTO https://t.co/BgYC2txS63,http://pbs.twimg.com/ext_tw_video_thumb/1477148785885122563/pu/img/H5gFYp7P4p_GY8zE.jpg,NA,NA,NA,NA,NA,NA,latina,hispanic,NA,NA,NA,NA
1477149179499716608g,Big Money Talking Ain’t Tryna Hear None 🥱 My Wrist On Water These Niggas Fear Money 🗽 https://t.co/6R41kRfpbO,http://pbs.twimg.com/media/FH_jWFXXwAQJ7n9.jpg,bi,bisexual,NA,NA,NA,NA,nigga,black,niggas,black,NA,NA
1477153962184880130g,starting off 2022 gay as hell https://t.co/l7zuNIM4y9,http://pbs.twimg.com/media/FH_nsunWQAEjxcm.jpg,gay,gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1477159956268949505g,You wanna have fun??? Join the #SilkCityBookClub or just #SCBC because spelling is gay. Day 1 Book 1 #ChasingTheBoogeyman by @RichardChizmar Let's see how many books we can read &amp; show Lenny how to be a #RealAssLenny @MikeSafo Put your reading glasses on &amp; LET'S GO! https://t.co/J1EEHn4xWn,http://pbs.twimg.com/media/FH_tJrwWQAA84GN.jpg,gay,gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1477167075005243393g,King pluto alexander trying take social media to a whole new level I'm Thai my big Pepe turn on my Big Poppa im talking big pimpin underworld pimpin with the Almighty FaceTime right out of Pluto when me ladies take trip to Pluto for like 2 hours showing how to really get that KP https://t.co/LkEd38hFMj,http://pbs.twimg.com/media/FH_zoHPWQAE_oO9.jpg,bi,bisexual,NA,NA,NA,NA,thai,asian,NA,NA,NA,NA
1477183446845898753g,@Liz_Wheeler Here’s what we’ve got on our phones at 2:40pm on NYE north of the border in Quebec (read the lower part in English). That’s N. Korean fascism level right there https://t.co/3skeobVa2c,http://pbs.twimg.com/media/FIACg8lXoAMlBrK.jpg,NA,NA,NA,NA,NA,NA,korean,asian,NA,NA,NA,NA
1477187248663580676g,"My daily walk, covering the same ground, but like a sunset, always a different picture. This New Year's Eve bike parade, from a diverse city, with an equally diverse group, by age, gender, race, economic status and sexual orientation, pedaling along, having fun. #HappyNewYear https://t.co/HRpGptkprS",http://pbs.twimg.com/media/FIAF-U1UYAEWxoT.jpg,bi,bisexual,sexual orientation,lgbtq+,NA,NA,NA,NA,NA,NA,NA,NA
1477221421067771907g,"Friday workout: work related chores / errands / shopping, afternoon hike through Cherokee Park / Brickyard Trail, and personal chores / errands / shopping to clock in over 8800 steps. Ending the month with over 284k steps. https://t.co/5qKiw60jWi",http://pbs.twimg.com/media/FIAlDakVcAIXBdY.jpg,NA,NA,NA,NA,NA,NA,cherokee,native american,NA,NA,NA,NA
1477283873809702912g,Just casually dressed for NYE in the living room 💅🏽💃🏽👑🥂 #salafit #NYE #newyearseveoutfit #newyearseve2022 #Venezolana #Venezuelan #Latina #Indolatina #nye2022 https://t.co/h8LEN2FgQn,http://pbs.twimg.com/media/FIBd2mMXIAYzi1H.jpg,NA,NA,NA,NA,NA,NA,latina,hispanic,NA,NA,NA,NA
1477285068401876995g,Espero que este 2022 Dios y la vida me den la oportunidad de regresar a casa. Hospital de petroleros mexicanos de la sección 36 cd Reynosa Tamaulipas.. https://t.co/yFbWd5sz5a,http://pbs.twimg.com/ext_tw_video_thumb/1477283945192513539/pu/img/L5wAIgh_Y-xQPr-4.jpg,NA,NA,NA,NA,NA,NA,mex,hispanic,mexican,hispanic,mexicanos,hispanic
1477297689159258119g,"🎉 Happy New Year! 🤩 Here’s the best smiles of 2021, from the Korean children we support. Let’s continue to bring more smiles to children who deserve it in 2022. #HappyNewYear #Korean #Children #Smile #Joy #Nonprofit #Charity #HAPPYNEWYEAR2022 https://t.co/BbQIK8Kw1P",http://pbs.twimg.com/ext_tw_video_thumb/1477297646435975169/pu/img/_O0PKtT584t94F1T.jpg,NA,NA,NA,NA,NA,NA,korean,asian,NA,NA,NA,NA
1477306324685885440g,El pueblo cubano se reinventa ante cada reto. Aportemos todos con nuestro cuidado y cuidando a los demás. Al #OmicronVirus también podemos vencerlo. #CubaVive y !!! VIVIRÁ POR SIEMPRE !!! #IzquierdaUnida https://t.co/KAGG1wbPMW,http://pbs.twimg.com/media/FIByRaGWYAMlE_N.jpg,bi,bisexual,NA,NA,NA,NA,cuban,black,cubano,black,NA,NA
1477313313918750726g,"Happy New Year from this bowl of 떡국 (dduk-guk, Korean New Year’s tradition of rice cake soup)!!! 새해 복 많이 받으세요!!! https://t.co/jxWGIFWlmU",http://pbs.twimg.com/media/FIB4nq8VQAEsQwp.jpg,NA,NA,NA,NA,NA,NA,korean,asian,NA,NA,NA,NA
1477315470021865473g,Undocumented? Live in VA and get your drivers license 🤯 https://t.co/kwOQ83JKEA,http://pbs.twimg.com/media/FIB6lraXEAkXyU2.jpg,NA,NA,NA,NA,NA,NA,undocumented,immigrant,NA,NA,NA,NA
1477317301141749763g,@MoneyMan this like 4 years in a row nigga be sliding 🔥🔥 https://t.co/OGe3LLkmyo,http://pbs.twimg.com/media/FIB8QVGXEAAYdCp.jpg,NA,NA,NA,NA,NA,NA,nigga,black,NA,NA,NA,NA
1477326917632245760g,not one person at work said shit bout my hair. these niggas racist https://t.co/5Tfe6xUyYr,http://pbs.twimg.com/media/FICE_7XWYAUPmL0.jpg,NA,NA,NA,NA,NA,NA,nigga,black,niggas,black,racist,minority
1477329736477155330g,New Years Day with my Depot Family! Thank you Asian Yummy for the wonderful lunch! https://t.co/kSltPdzle0,http://pbs.twimg.com/media/FICHgNnWQAMAv0x.jpg,NA,NA,NA,NA,NA,NA,asian,asian,NA,NA,NA,NA
1477330292356620294g,@DrOnesmoMushi1 @luqman_mohamedy @MabalaMakengeza No!!! Foreign companies in Tanzania won't hire people who don't speak English. Stop misleading people. Read here: https://t.co/izATwCC4vB,http://pbs.twimg.com/media/FICIEcxXwAQeC14.jpg,NA,NA,NA,NA,NA,NA,tanzania,black,NA,NA,NA,NA
1477341491328520194g,it’s January 1 at 7am my nigga lmaooo how https://t.co/zl6VgMU9K9,http://pbs.twimg.com/media/FICSQZ9VcAELh--.jpg,NA,NA,NA,NA,NA,NA,nigga,black,NA,NA,NA,NA
1477352552089980932g,Join us tomorrow @VBCGA 8:30 or 11:00 as we examine Hebrews 12:1-2. We’ll discuss spiritual weight loss in the New Year. https://t.co/zS2edRyr8h,http://pbs.twimg.com/media/FICcUFeXsAoGlGx.jpg,NA,NA,NA,NA,NA,NA,hebrews,middle eastern,NA,NA,NA,NA
1477352957490475012g,"This delightful sculpture ""William"" was created by Carole Plante for our first Carbon Copies art show - it's in homage of the famous Egyptian sculpture. What will you create for this year's show? #sculpture #Uxbridge #Massachusetts #artist https://t.co/k02jEl6n6V",http://pbs.twimg.com/media/FICcrpbXoAc9Q3s.jpg,NA,NA,NA,NA,NA,NA,egyptian,middle eastern,NA,NA,NA,NA
1477360616092446721g,At @TheHoopCities Invitational 330p - Game 4 @WHS_PACKLIFE vs Cherokee Academy LISTEN LIVE https://t.co/axTBLgScxH https://t.co/cOzht9y89C,http://pbs.twimg.com/media/FICjoboXEAE-rbC.jpg,NA,NA,NA,NA,NA,NA,cherokee,native american,NA,NA,NA,NA
1477360761538322438g,"Listen to Black lives matter postpartum: experiment in improvisational voyeur recording by Atieno (ankh) on #SoundCloud https://t.co/LRjUnZQASm SaTurDaY • 🎸🎸🎸🎸🎸• 🎸 janUARY 1, 2022 #VoicEoFaFriCaRADIO • ∆nKh • ° At iLe ibeji FarM • The HouSe of KasaGaM • https://t.co/yCoLVTe3fv",http://pbs.twimg.com/media/FICjyJ1XEAwMpjx.jpg,NA,NA,NA,NA,NA,NA,black lives,black,NA,NA,NA,NA
