tweet_id,tweet_text,img_url,lgbtterm1,lgbtcat1,lgbtterm2,lgbtcat2,lgbtterm3,lgbtcat3,raceterm1,racecat1,raceterm2,racecat2,raceterm3,racecat3
1026906055815520256g,"The Eye's Have It......That Look Of ""I Hate America"" The firestorm over the @nytimes hiring of tech writer Sarah Jeong &amp;Jeong’s past tweets mocking white people &amp; hating on America. Support A.F Branco @afbranco Buy his book https://t.co/TNE3kQvs0J",http://pbs.twimg.com/media/DkBEq6XUYAAS8-o.jpg,NA,NA,NA,NA,NA,NA,white people,white,NA,NA,NA,NA
1026906800157847553g,@IndivisibleNet The Chicago neighbor who recorded this racist woman should fly the W flag over his house because this is a WIN over racism. https://t.co/vaWXnk2wqp,http://pbs.twimg.com/media/DkBN3sHVAAE90dr.jpg,NA,NA,NA,NA,NA,NA,racism,minority,racist,minority,NA,NA
1026907282947416065g,"Compared with white men, African American and Hispanic women make even less then white women https://t.co/vhqtstJBHi",http://pbs.twimg.com/media/DkBOul9VAAI1e34.jpg,NA,NA,NA,NA,NA,NA,african american,black,hispanic,hispanic,white men,white
1026909453977874437g,"Ive given up on white women, but #woc dont like hillbillies.. 🤣 #WhyImSingle https://t.co/9HAoRqlBqY",http://pbs.twimg.com/tweet_video_thumb/DkBQs0OUcAAqxDV.jpg,bi,bisexual,NA,NA,NA,NA,woc,minority,white women,white,hillbillies,white
1026910054098903040g,@TreySongz Aye Unc Lemme Get Some Followers !! &amp; @DSwervo4 Retweet This @ellamai I Love You @___JojoJojo Gimmie Some Followers Gorgeous Ghanaian 💕@BossPJ_ Retweet This @SportsCenter Put Me On Top 10 as #1 https://t.co/HfgJAKM2yt,http://pbs.twimg.com/ext_tw_video_thumb/1026910027565678592/pu/img/pHQHiF67rK0vss4w.jpg,NA,NA,NA,NA,NA,NA,ghanaian,black,NA,NA,NA,NA
1026910639917162496g,"Today on this #PurpleHeartDay I remember the brothers &amp; sisters we treated in #Afghanistan Kandahar @NATO Role 3 MMU, the ones who took a bullet/shrapnel, lost a limb &amp; were wounded or killed in combat, and to my Dad who received a #PurpleHeart many years ago. 💜🇺🇸 #Veterans https://t.co/QFC664M45Q",http://pbs.twimg.com/media/DkBRrJdV4AAbE71.jpg,NA,NA,NA,NA,NA,NA,afghanistan,middle eastern,afg,middle eastern,afghan,middle eastern
1026918465561653251g,"@FefylovesYou First was sailor moon and cybersix, next came inuyasha &amp; mewmew power. Never understood these were anime when I was young then came BECK:Mongolian chop Squad and I’m like dis is anime? What I like dis https://t.co/t1joTe4KXU",http://pbs.twimg.com/media/DkBY5flU8AA_sr6.jpg,NA,NA,NA,NA,NA,NA,mongol,asian,mongolian,asian,NA,NA
1029035736274821122g,Waaaaaah!!! Salamat sa sister-in-law ko na malakas ang loob na turuan ako at maupo sa tabi ko. Haha. Tomorrow ulit! At dapat hindi muna ako magkakape! Haha #Firsttimedriver https://t.co/oz2I0Xig0J,http://pbs.twimg.com/ext_tw_video_thumb/1029035659963654145/pu/img/nBPx7QYfbaZrfoZZ.jpg,bi,bisexual,NA,NA,NA,NA,hindi,asian,NA,NA,NA,NA
1029035903061127168g,The new trans bay center is beautiful https://t.co/O1buTlHnSz,http://pbs.twimg.com/media/Dkfesq4U8AAOxK0.jpg,trans,transgender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1029037270995791872g,"Stop imitating the ideals and opinions of the culture around U, but be {inwardly transformed} by the Holy Spirit through a total reformation of how you think.This will empower you to discern God’s will as you live a beautiful life,satisfying and perfect in his eyes. Romans 12:2 https://t.co/cBRpjZf0gU",http://pbs.twimg.com/media/Dkff6WuVsAAbAH8.jpg,trans,transgender,NA,NA,NA,NA,romans,white,NA,NA,NA,NA
