batch,image,text
batch_1,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_1/355187-4292487600857051.png,"BLM Roundup & Ended Up at a Kill Lot in Texas! - Thank You to Becky's Hope Horse Rescue - ""Today, in honor of Bubbles' 5 year freedom anniversary we rescued 2 young, wild mustangs that were headed to Mexico for slaughter."" Right On and Read on..."
batch_1,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_1/355206-10159939476499275.png,".Cherokee Speedway, we’re coming for ya! 👊 The World of Outlaws Late Model Series are in town this weekend and the #FastFive7 team is raring to compete with the big boys for $10,000 on Friday and $20,000 on Saturday. Come on out and join us for the #RockGaultMemorial!"
batch_1,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_1/355219-5050698314983342.png,"Marsha “Pay it No Mind” Johnson (1945-1992) was a Black trans woman who was a force behind the Stonewall Riots and surrounding activism that sparked a new phase of the LGBTQ+ movement in 1969 America. Along with Sylvia Rivera, she established the Street Transvestite Action Revolutionaries (STAR) in 1970, a group committed to supporting transgender youth experiencing homelessness in New York City. Marsha P. Johnson was tragically murdered on July 6, 1992 at the age of forty-six. Her case was originally closed by the NYPD as an alleged suicide, but transgender activist Mariah Lopez fought for it to be reopened for investigation in 2012. Today, Marsha P. Johnson is now one of the most venerated icons in LGBTQ+ history, has been celebrated in a series of books, documentaries, and films. Her actions and words continue to inspire trans activism and resistance. #LatterGayStories #BlackHistoryMonth #TheMoreYouKnow #QueerStories"
batch_1,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_1/355225-5234189089959485.png,"🚨Taco Tuesday 🚨🌮🦐🌮 🚨2X1 Tacos with a Drink purchase 🚨 👀Opciones De 🌮 Pollo,Pastor oh cabeza🚨 🚨$3 Classic Margaritas 🍹🚨 ✅Grubhub ✅DoorDash 🚨Dine-In🚨 ☎️480-464-4721 Pick up inside #Mexicanfood 📍📍1749 w main st Mesa az"
batch_1,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_1/355238-5237106682975144.png,"Jacks Fam, please join us in welcoming Raegen Reilly to Brookings! 🙌 Raegen is a Sioux Falls native and joins our roster this spring as a setter. 📰 https://bit.ly/3qKcOhw:=:https://gojacks.com/news/2022/1/20/womens-volleyball-jackrabbit-volleyball-adds-sioux-falls-product.aspx | #GoJacks 🐰"
batch_1,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_1/355248-7837100752974386.png,Hate has no place in our communities. #Buffalo
batch_1,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_1/355297-10160053599351738.png,"This sixth grade Spanish homework has sparked controversy within the Williamsville school district. The instructions were to translate these sentences to Spanish: ""You are Mexican and ugly."" ""You are pretty and American."" FULL STORY: https://bit.ly/3nqCWfm:=:https://foxsanantonio.com/news/nation-world/spanish-teacher-gives-assignments-with-racist-language-racism-spanish-williamsville-new-york-mill-middle-school-american-mexican-mexico-disciplinary-actions-unacceptable-superintendent-education-central-district-cincinnati-ohio-01-14-2022"
batch_1,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_1/355299-10159830730411952.png,"BREAKING NEWS: Ex-Dolphins coach Brian Flores sues NFL and 3 teams, including Giants, over allegations of racist hiring practices. MORE: https://bit.ly/3GktUHi:=:https://longisland.news12.com/brian-flores-sues-nfl-new-york-giants-and-other-teams-over-allegations-of-racist-hiring"
batch_1,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_1/355308-3074639966130190.png,"Happy Birthday, Betty White! 💗 In honor of Betty White’s 100th birthday Monday, January 17, we would love to encourage everyone to donate to one of our amazing Friendswood-area animal rescues or charities! Donate $10 or more to Three Little Pitties Rescue Adoptables, Storybook Farm, or other local animal charity of your choice, and get $20 off any RevIVe product or service (greater than $50), or complementary vitamin injection of your choice! Tag a friend for a chance to win your choice of a FREE Green Peel, or Fire and Ice Facial! 🎉 #BettyWhiteChallenge 💥💥Ashley Phelan, you are our facial winner!💥💥"
batch_1,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_1/355318-5190570924300112.png,"#BlackHistoryMonth Stevie Wonder Wonder is credited as a pioneer and influence by musicians across a range of genres that includes rhythm and blues, pop, soul, gospel, funk, and jazz. A virtual one-man band, his use of synthesizers and other electronic musical instruments during the 1970s reshaped the conventions of R&B. Wonder is one of the world's best-selling musicians, with sales of over 100 million records worldwide. He has won 25 Grammy Awards (the most by a solo artist) and one Academy Award (Best Original Song, for the 1984 film The Woman in Red). Wonder has been inducted into the Rhythm and Blues Music Hall of Fame, Rock and Roll Hall of Fame and Songwriters Hall of Fame. ""Songs in the Key of Life"" won Album of the Year at the 19th Grammy Awards. It is the best-selling and most critically acclaimed album of Wonder's career. It was voted number 89 in Colin Larkin's All Time Top 1000 Albums and ranked number 4 on Rolling Stone's list of The 500 Greatest Albums of All Time.In 2002, it was inducted into the Grammy Hall of Fame. In 2005, Songs in the Key of Life was inducted into the National Recording Registry by the Library of Congress, which deemed it ""culturally, historically, or aesthetically significant"". He has had ten US number-one hits on the pop charts, as well as 20 R&B number one hits, and has sold over 100 million records, 19.5 million of which are albums he is one of the top 60 best-selling music artists with combined sales of singles and albums"
batch_1,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_1/355326-477326723801455.png,"— In Observance of 'Black History Month' 2022 — These Women Were Presidential Materials, Seriously! Had Fannie Lou Hamer and Shirley Chisholm been alive today in this century, very high probabilities exist that we would've had the first Black female president of these United States of America. This isn't rocket science.... Read here at: https://www.thoughtco.com/black-women-who-have-run-for-president-4068508 Read here at: https://www.history.com/news/black-women-president-candidates Read here at: https://www.essence.com/feature/black-woman-united-states-president/ Encyclopedic source: https://en.wikipedia.org/wiki/Fannie_Lou_Hamer Encyclopedic source: https://en.wikipedia.org/wiki/Shirley_Chisholm #FannieLouHamer #ShirleyChisholm #BlackHistory #BlackHistoryMonth #BlackHistoryMonth2022 #BlackExcellence #BlackWoman #BlackWomen #Education #Inspiration #Inspirational #Success / #WhileBlack /"
batch_1,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_1/355331-1619024025130770.png,"Meanwhile NBC aka #NothingButCrap is busy blaming ""white men"" for the staged slap scandal that enrolled #WillSmith and #ChrisRock. #CulturalMarxism #Propaganda #MindRot #MKUltra"
batch_1,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_1/355335-5063722703692904.png,THIS 👇
batch_1,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_1/355339-5310814852262985.png,The animals of the world exist for their own reasons. They were not made for humans any more than black people were made for whites or women for men. = Alice Walker Learn more about harmonious ways of being with animals and each other at https://stormymay.com:=:https://stormymay.com/
batch_1,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_1/355348-5355452121180812.png,"✡️ 𝐀𝐭 𝐭𝐡𝐞 𝐛𝐞𝐠𝐢𝐧𝐧𝐢𝐧𝐠 𝐨𝐟 𝐭𝐡𝐞 𝐒𝐢𝐱 𝐃𝐚𝐲 𝐖𝐚𝐫 𝟏𝟗𝟔𝟕, 𝐀𝐫𝐚𝐛𝐬 𝐢𝐧 𝐆𝐚𝐳𝐚 𝐰𝐞𝐫𝐞 𝐄𝐠𝐲𝐩𝐭𝐢𝐚𝐧𝐬 𝐚𝐧𝐝 𝐀𝐫𝐚𝐛𝐬 𝐢𝐧 𝐉𝐮𝐝𝐞𝐚/𝐒𝐚𝐦𝐚𝐫𝐢𝐚 𝐰𝐞𝐫𝐞 𝐉𝐨𝐫𝐝𝐚𝐧𝐢𝐚𝐧𝐬. 𝐒𝐢𝐱 𝐝𝐚𝐲𝐬 𝐥𝐚𝐭𝐞𝐫 𝐭𝐡𝐞𝐲 𝐬𝐮𝐝𝐝𝐞𝐧𝐥𝐲 𝐛𝐞𝐜𝐚𝐦𝐞 ""𝐏𝐚𝐥𝐞𝐬𝐭𝐢𝐧𝐢𝐚𝐧𝐬."" 𝐓𝐡𝐢𝐬 ""𝐦𝐢𝐫𝐚𝐜𝐥𝐞"" 𝐡𝐚𝐬𝐧'𝐭 𝐛𝐞𝐞𝐧 𝐚𝐜𝐡𝐢𝐞𝐯𝐞𝐝 𝐬𝐢𝐧𝐜𝐞 𝐆𝐨𝐝 𝐫𝐞𝐩𝐨𝐫𝐭𝐞𝐝𝐥𝐲 𝐜𝐫𝐞𝐚𝐭𝐞𝐝 𝐭𝐡𝐞 𝐰𝐨𝐫𝐥𝐝 𝐢𝐧 𝐬𝐢𝐱 𝐝𝐚𝐲𝐬. 𝐈𝐟 𝐆𝐨𝐝 𝐡𝐚𝐝 𝐛𝐞𝐞𝐧 𝐢𝐧𝐯𝐨𝐥𝐯𝐞𝐝 𝐢𝐧 𝟏𝟗𝟔𝟕, 𝐭𝐡𝐞 𝐬𝐞𝐯𝐞𝐧𝐭𝐡 𝐝𝐚𝐲 𝐰𝐨𝐮𝐥𝐝 𝐡𝐚𝐯𝐞 𝐛𝐞𝐞𝐧 𝐚 𝐝𝐚𝐲 𝐨𝐟 𝐫𝐞𝐬𝐭 𝐢𝐧𝐬𝐭𝐞𝐚𝐝 𝐨𝐟 𝐉𝐢𝐡𝐚𝐝𝐢 𝐏𝐋𝐎 𝐭𝐞𝐫𝐫𝐨𝐫. ~ 𝐃𝐚𝐧𝐢𝐞𝐥 𝐊𝐫𝐲𝐠𝐢𝐞𝐫 #𝗔𝗺𝗬𝗶𝘀𝗿𝗮𝗲𝗹𝗖𝗵𝗮𝗶 #𝗘𝗻𝗱𝗝𝗲𝘄𝗛𝗮𝘁𝗿𝗲𝗱 #𝘀𝘁𝗼𝗽𝗮𝗻𝘁𝗶𝘀𝗲𝗺𝗶𝘁𝗶𝘀𝗺 #𝗡𝗲𝘃𝗲𝗿𝗙𝗼𝗿𝗴𝗲𝘁 #𝗘𝗻𝗱𝗨𝗻𝗶𝘁𝗲𝗱𝗡𝗮𝘁𝗶𝗼𝗻𝘀𝗝𝗲𝘄𝗛𝗮𝘁𝗿𝗲𝗱 #𝗔𝗺𝗻𝗲𝘀𝘁𝘆𝗜𝗻𝘁𝗲𝗿𝗻𝗮𝘁𝗶𝗼𝗻𝗮𝗹𝗟𝗶𝗲𝘀"
batch_1,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_1/355349-3021177794788309.png,"Fortunately for all of us, the King never left THIS building! Enjoy our delicious Elvis Presley plate today if you're feeling like a Hunka Hunka Burnin Love!"
batch_1,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_1/355350-4863824817033541.png,Fun Facts! I think the gold/orange eyes are the most common here!
batch_1,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_1/355354-10158440513620685.png,"TWO STOPS LEFT! Randy will be visiting our Captiva and St. Pete Doc Ford's to sign autographs introducing his new book for young adults, ""Crocs"". Meet the Author this weekend! .⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ .⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ #docfords #sanibel #captiva #stpete #ftmyers #florida #swfl #randywaynewhite #visitflorida #seafood #waterfront #livemusic #ftmyerssanibel #shellyes"
batch_1,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_1/355355-5341251359226719.png,Vote for your favorite. Four winners selected at the end of this month!
batch_1,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_1/355359-4942555839160283.png,"POP Stars are DPL champions! 🏆⭐️🎉 The undefeated 5th grade boys White team finished both the regular season and post-season in dominant fashion. Student-athletes held on to their perfect record to beat St. Rita 26-19 in last night’s Dallas Parochial League championship and bring the trophy back to POP. 🏀 A special thank-you to our super-squad of parent volunteer coaches and all friends and family who came to cheer on POP teams to victory in the championships. Your energy and support makes all the difference! 📣 Once again, congratulations to the 5th grade boys White basketball team on both an undefeated season and a well-deserved DPL championship! 🥳 We couldn't be more #POPProud of our student-athletes and cannot wait to see them continue the tradition next fall! 💙 Be sure to check the comments to relive the team's winning moment. 👇 #POPStarsShine #POPClassOf2025"
batch_1,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_1/355361-10158809527373869.png,"Highly recommend , it helped me while battling Cancer and going through chemo."
batch_1,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_1/355363-960726784572042.png,You heard it here first! 🎬 January 25th at 9AM Cherokee Nation Film Office will be live with a special announcement! Be among the first to hear about our ground-breaking new program that will grow more jobs and add #MoreNatives to the film industry. Live stream at the link below! ↙ https://loom.ly/A3bVRiQ:=:https://www.youtube.com/watch?v=_onAMpyrTUY
batch_1,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_1/355373-10161715601427166.png,DID YOU KNOW?! All active and retired military and veterans receive a complimentary admission ticket 🎟 to all tour homes. 🇺🇸🏡❤️💙🤍
batch_1,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_1/355374-4204081596359465.png,"In memory of Betty White, here's a challenge for you!"
