batch,image,text
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354139-4807251106001520.png,"If selecting a new member of the Supreme Court, and you narrow it down to one race and gender, seems like profiling if better candidates are passed over."
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354177-155621803695491.png,We're into single digits now! Just a few days before we open our doors to the public! Stay tuned for a few sneak peeks as we get closer! #grandopening #lego #bricksandminifigs
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354179-153521987202233.png,The Fallen angels made the Nephilim sons of Anuuk TommyTruthful.com
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354206-5006218062791782.png,Please visit the website...
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354208-4847338768636809.png,Veteran of the Day Matthias Henry Backer Jr Thank you for your service.
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354217-1469436300117632.png,"Please spread the word! Captain was LOST on March 20, 2022 in Sioux City, IA 51108 near On Buckwalter Drive Message from Owner: Captain went missing January 7th in Moorhead Iowa. He was last seen March 20th in Sioux City in Buckwalter Drive. He is an emotional support dog. If you see him please grab him. He isn’t mean but may be a little scared. Description: All Brindle pitbull/lab mix. He is still intact For more info or to contact Captain's owner, click here: https://www.pawboost.com/p/7804375:=:https://www.pawboost.com/landing/pet/9ssvXbFbjiD8AYaUYrTzZtudi45Ivc2p/lost-captain-sioux-city-ia-51108 Lost or found a pet? Report it to PawBoost here: https://pbrs.io/l/rpl:=:https://www.pawboost.com/"
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354246-10159723014766357.png,Kentanji Brown Jackson becomes first Black woman confirmed to Supreme Court
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354263-7010109972364730.png,Rest in Peace Sidney Poitier
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354285-5151689771560528.png,💛💙Congratulations to our 2022-2023 CHS Cheerleaders! 💙💛
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354290-10159118453492371.png,"This weekend the Jewish people will be celebrating Shavuot! Shavuot, the Jewish Pentecost, is a holiday that today commemorates the single most important event in Israel’s history: the giving of the Torah to Moses at Mount Sinai. 📜 Although it is not as well-known among non-Jews as Passover or Sukkot, the Feast of Booths, it is one of the three major festivals often called “pilgrim” festivals because in Bible times, all Jewish males were required to observe them at the Holy Temple in Jerusalem. Christians will be more familiar with the Greek name for Shavuot, Pentecost — the holiday that Jesus’ followers were observing in Jerusalem when the Holy Spirit was given to them. Since Pentecost is the Greek word for 50, and as Shavuot occurs 50 days after the first day of Passover, it was referred to as Pentecost in the Christian Bible. The holiday is also known as the “Feast of Weeks,” since it is celebrated seven weeks (or 50 days) after Passover. Learn more about this Jewish holy day by taking this quiz from our friends at The International Fellowship of Christians and Jews: https://bit.ly/3m5OnYQ:=:https://www.ifcj.org/learn/quizzes/shavuot-quiz-2"
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354299-10158377968407294.png,Are you excited that the Taco Bell's Mexican Pizza is back? >>>https://bit.ly/3sFctx5:=:https://www.newschannel10.com/2022/05/18/taco-bells-mexican-pizza-is-finally-back/
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354300-1851779834995809.png,Here is a look at the latest snowfall potential for southern MN and northern IA. Light snow will develop this evening with some of the heavier bands moving through the area during the mid morning hours Tuesday through Tuesday afternoon.
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354303-7596379200433718.png,"The Storm Prediction Center is monitoring this area in red for a watch being issued within the next couple hours, and it's looking likely one will be issued."
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354309-5140355036029009.png,"#Cruz, or any other number of toddlers in the Senate preschool.￼"
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354316-4947188448665093.png,Mary and Joseph fled to Egypt with their newborn son to escape a government death squad. #HeGetsUs
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354317-551140040018058.png,"Way to go Jonathon for standing for every good American TONIGHT: Candace Owens interviews Jonathan Isaac He was the only NBA player to stand for the national anthem while others were kneeling for BLM. Together they talk about the BLM scandals and his new book ""Why I Stand""! Tune in to watch at 9pm ET over at The Daily Wire: https://utm.io/ueDcZ:=:https://www.dailywire.com/show/candace"
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354318-329893309146722.png,"Staying positive in these times is difficult, but notes like these Xcaret family stays upbeat. Thank you Rev. Larry L. Wagner & family."
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354323-2881581535465445.png,Don’t think papaw happy
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354324-5596677343700266.png,📢📢Shout out to Black Women Just Because...I See You Queen! 🙌🏽
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354328-572740180883019.png,🔷🔷🔷Freestyle Fiesta🔷🔷🔷 Today!!! @ The PR Fest In Humboldt Park 🎟: https://freestylefiesta.eventbrite.com/:=:https://www.eventbrite.com/e/293892619737
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354329-5002320126500205.png,"We’re so progressive, it’s regressive!"
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354338-3204156009868642.png,Attorneys for a Black man brutally beaten by two Atlanta-area police officers nearly five years ago have settled lawsuit. Demetrius Hollins was punched and kicked in the face by Sgt. Michael Bongiovanni & Master Police Officer Robert McDonald for trying to record his traffic stop; Hollins said he still has “some kind of PTSD from this situation.” 🙏🏾
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354339-7436496029723994.png,Did you read the Book written by Dr. B.R. Ambedkar 👇
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354345-1182563425883206.png,"Traci Sorell (Cherokee) is an author of fiction and nonfiction books as well as poems for children. A former federal Indian law attorney and policy advocate, she is also a 2021-22 Tulsa Artist Fellow. Traci continues her work to uplift Native peoples by writing stories for young people and encouraging other Native writers and illustrators to share theirs. Traci says when was a child, she never read culturally accurate books about the Cherokee or any other Indigenous peoples. The stories and poems she writes now reflect her mission to add to the canon of literature showing that Native Nations and their citizens still exist and thrive today. Her works shown here: Pow-Wow Day At the Mountain’s Base We Are Grateful We Are Still Here She Persisted: Wilma Mankiller For more info visit: www.tracisorell.com:=:https://www.tracisorell.com/ #NativeAuthor #NativeChildren #ChildrensBooks #Booklist"
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354348-514166080077710.png,"For those of you that like monthly yarn and pattern kits, Annie's is offering the first month free until March 31! Use code: NEWCRAFT Knit club subscriptions: http://shrsl.com/3fssj:=:https://www.annieskitclubs.com/#craft=knit Crochet club subscriptions: http://shrsl.com/3fssu:=:https://www.annieskitclubs.com/#craft=crochet"
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354352-5092442047461350.png,Did you know this? 👀 𝐊𝐚𝐩𝐨𝐥𝐞𝐢 𝐊𝐨𝐫𝐞𝐚𝐧 𝐁𝐁𝐐 got the best gogigui in town. ⭐ Click 👇 here to order. https://www.shopkapolei.com/kapolei-korean-bbq
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354357-377431971079540.png,Hate can lead to committing the most gruesome acts that any person can do. Hate was present in Buffalo this weekend. These past few days we spent many hours in conversation about the tragedy in Buffalo and how we as people of color feel at the moment. Hate led to this tragedy. But love will help us move forward. We have to continue to support our communities and offer the resources necessary to be safe. Conversations are needed. But most importantly we must not let white supremacy be given any type of platform whatsoever. It has ZERO place in this world. Let’s all keep in our prayers those affected by this weekends tragedy.
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354358-5008631929254693.png,"Honoring all those Americans, who served the United States 🇺🇸 military during Wartime & Peacetime. We thank you for your service to our country, and are grateful for your courage and commitment to duty. This photograph 📸 courtesy of Jeffrey A Stunja, Smithton, PA, February 28th, 2022 On The Road in Pennsylvania"
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354359-5318377121534423.png,"Arte Américas is excited to present our highly anticipated Mole, Mezcal y Marimba event on Saturday, June 25th! This special event will provide guests with the opportunity to learn about and taste mole and mezcal from Oaxaca, México. Our event will feature culinary art historian, Maite Gomez-Rejón, who will share her expertise on the history of mole and spirits in México. Doña Tomasa, owner of Restaurant Oaxaca, will prepare the delicious moles and the mezcal tasting will feature MexCal, a locally-owned mezcal company.⁣ ⁣ Come enjoy a fun and enriching evening to the festive sounds of Play Marimba! Click the link below to purchase your tickets before they run out! ⁣"
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354363-5847674005248349.png,"Due to the threat of severe weather from the National Weather Service in our area this afternoon, Cherokee County School District will dismiss early today, Friday, May 6th. Elementary Schools will dismiss at 1:30 p.m. and Middle and High Schools will dismiss at 2:00 p.m. All afterschool activities have been canceled. We appreciate your patience as we navigate through this weather system. The safety of our students and staff is always our highest priority!"
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354368-10158017742026065.png,Come have lunch and enjoy the music in Grogan Park!!
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354369-3109045866001180.png,Heads up there is a new Back Door Saloon menu... Now included on our main menu: Cheeseburger Egg Rolls Cheesecake Egg Rolls The Brew Burger The Barnyard Burger Cheeseburger Salad www.backdoorsaloon.net:=:http://backdoorsaloon.net/
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354370-3102840566702897.png,Tomorrow… with Jamelle Bouie
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354374-4443050522468229.png,"Thank you, Patriot Mobile, indeed."
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354376-10158611198661254.png,Here's what to plant this week in zone 7a. If you're looking for more personalized reminders check out our garden planner tool: https://gardenplanner.southernexposure.com/garden-planner-intro.aspx
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354377-1117423548830839.png,150 days. 1. Good enough? 2. Too much? 3. Not enough? #JussieSmollett
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354378-4913379588748217.png,To see pure joy on someone's face reminds us there is always joy in the world... we just have to be willing to look for it.
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354379-588988416118826.png,"Connecticut was recently ranked the 2nd best state to be a working mom. However, there's still much work to do as we make our state the most family-friendly place to live in the country. That's why we’ve made these critical investments."
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354385-7204699349547649.png,Good question. -Kat
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354388-578066477023760.png,Tonight in Spain with Social D & Jerry Cantrell 🤘 Azkena Rock Festival ARF #lifeofagony
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354389-4563653313738275.png,"DID YOU KNOW... Research has suggested that Black Americans may develop PTSD at higher rates than whites, and discrimination may be one reason for this disparity. In order to better understand disparities, more research is needed. Contributing to All of Us makes it possible for our community to be represented in important health research. Join the program today at JoinAllofUs.org/together:=:https://www.joinallofus.org/ #joinallofus #bglc #zphib1920 #mentalhealthawareness #PTSDawareness #precisionmedicine #thefutureofhealth #oneinamillion"
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354392-5034433609901379.png,"We’re accepting the #bettywhitechallenge Wouldn’t it be amazing if every one of our followers would skip their Starbucks coffee, McDonalds, etc. one time in the next week and donate instead to their favorite animal rescue (we hope that is us)? As you know, we have a very large upcoming medical bill. Permanent Foster Lainey Mae Mitchell’s pyloric stenosis endoscopy and surgical correction is estimated at $7000. She desperately needs this surgery and procedure to correct her chronic regurgitation. But we have raised less than $600 towards the final goal. All donations made on this post for the #BettyWhiteChallenge will go towards Lainey’s surgery! Let’s make Betty proud and help a puppy out!"
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354396-4746117102101056.png,Here is the snow map from Local Yokel Weather Welp. The models giveth and the models taketh away. Remember what I (Bobby) said about believing crazy snow maps published more than 48 to 72 hours out from an event. He's calling for 2 to 4 in the Franklin area and more in the higher elevations.
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354397-531378395011163.png,"These are not preferences, they are necessities Twitter/@sweetbabytayz"
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354398-4707309472707686.png,"Looking back, the summer of 2019 was truly a special one. In July of 2019, Armen Miran released these beautiful compositions, Another Green Mile & Welcome Nepal. Organic instruments played throughout these tracks, they have a special way of touching your heart. Something to uplift your busy schedules and get you living in the moment. We love these tracks so much and we hope you do too 🌻💚 Stream: https://open.spotify.com/album/1xilyW1DYs6FhmpXCMK6nG Download: https://www.beatport.com/release/another-green-mile-welcome-nepal/2605229 #TheSoungarden #ArmenMiran #NickWarren #OrganicHouse #DeepHouse #ProgressiveHouse #RecordLabel"
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354399-5323790441005387.png,"“Anybody who believes in Allah and the Last Day should talk what is good or keep quiet.” [Bukhari, Adab (Manners), 31, 85; Muslim, Iman (Faith), 74, 75] #NazmaKhan #sunnah #Ramadan #fasting #hadith #Ramzan #ramadhan"
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354400-3126488364285352.png,An uncredited Fantastic magazine cover
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354404-4707129969403982.png,The infamous Taco Bell Mexican Pizza made at home!! Get the full recipe and instructions here - https://dinnersdishesanddesserts.com/mexican-pizza/
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354407-374100688084077.png,"The McLeod County Sheriff’s Office K9 unit worked with Gary Schott to create and design challenge coins. These challenge coins were created to honor the current K9’s. The two challenge coins represent K9 Kilo and K9 Archie. The challenge coins have been donated to the McLeod County Sheriff’s Office in memory of Deb Schott. The money raised from the sale of the challenge coins will go towards the K9 program. If you would like to purchase a challenge coin, they will be available at the McLeod County Sheriff’s Office during business hours. The cost to purchase the challenge coin will be $10 per coin. Cash only."
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354408-410293380919382.png,"Honored to have the support of Democrats for Israel Los Angeles & Bend the Arc Jewish Action! In Congress, I’m committed to standing with the Jewish community against rising antisemitism and all forms of hate."
batch_13,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_13/354409-10158583609626592.png,TUESDAY NIGHT DINNER IDEA! Mexican Spaghetti! Ready in under an hour! https://ed.gr/dw920:=:https://julieblanner.com/mexican-spaghetti/
