batch,image,text
batch_7,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_7/355949-1797225787133810.png,Ending slavery is not high on Allah's list of priorities.
batch_7,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_7/356009-5539092419455140.png,Once again stinks to be Minnesota tomorrow!! Our hottest day will be Tuesday but Monday will be a steamy one too. fox6now.com/weather:=:https://www.fox6now.com/weather -Eric
batch_7,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_7/356028-2866688130130317.png,Valentine's Day Love Cake with Vanilla Buttercream frosting!!! 💖💝 Beautiful & Simply Amazingly Delicious! 🙋‍♀️🌹 Yum! Get the Recipe now: ⭐️ https://myincrediblerecipes.com/valentines-day-love-cake-vanilla-buttercream/
batch_7,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_7/356063-5203871729696035.png,Interstaff has four different Visa programs to cater to nurses around the world! Visit our website below to learn more about each program's requirements and which option is best for you! www.interstaffinc.com:=:https://www.interstaffinc.com/ #InterstaffInc #USRNprogram #InternationalNurse #USAnursejobs.
batch_7,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_7/356066-4692730920776794.png,We'll be sharing the celebration with Safe Haven Pet Sanctuary Inc. all day! 🥳
batch_7,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_7/356072-5573995352627840.png,"Please spread the word! Sunny was LOST on March 31, 2022 in Tampa, FL 33629 near Across the street from Tate’s Pizza area Description: Orange Tabby For more info or to contact Sunny's owner, click here: https://www.pawboost.com/p/7826997:=:https://www.pawboost.com/landing/pet/FFT2Gstx62-3KDKmUOCqpmd90J61Srhp/lost-sunny-tampa-fl-33629 Lost or found a pet? Report it to PawBoost here: https://pbrs.io/l/rpl:=:https://www.pawboost.com/"
batch_7,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_7/356078-5071275966241486.png,We're making it so easy for you to know where to go and when during Abingdon Restaurant Week. Here's tomorrow's lineup: #eatdrinklove #virginiaisforlovers #abingdonrestaurantweek #abingdoneats
batch_7,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_7/356083-1536601070067821.png,"UPDATE: REUNITED!! Jack is home safe & sound after 1 hours, 50 minutes :) ""Thank you to everyone for spreading the word and helping us find Jack. I appreciate every one of you ❤️"" -Jack 's Owner Please spread the word! Jack was LOST on June 28, 2022 in Sioux City, IA 51104 near Jones Street Message from Dueño: Por favor ayúdanos a encontrar a Jack hace seis meses se llevaron de nuestra casa a su hermana Ruby ,y no ha aparecido necesitamos su ayuda , el necesita cuidados y medicamentos, y su tratamiento para su ojo , ayúdanos a encontrarlo .. Description: Jack Russell , white with black ears , blind in one eye , slightly deaf , with collar without tag , 12 years old , needs his medication , please help us find him .. Jack Russell blanco con collar sin placa , ciego de un ojo , un poco sordo , necesita sus medicamentos, ayúdanos a encontrarlo For more info or to contact Jack 's owner, click here: https://www.pawboost.com/p/8064993:=:https://www.pawboost.com/landing/pet/mIUa2zvwx4f5kMugSCR6AUuEgOJft91K/reunited-jack-sioux-city-ia-51104 Lost or found a pet? Report it to PawBoost here: https://pbrs.io/l/rpl:=:https://www.pawboost.com/"
batch_7,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_7/356097-5548515341829645.png,"For 22 years, Dee Lewis has been a part of the YWCA Evansville family. As Dee likes to say, she grew up with the YES! residential recovery program which is her special passion. Ask any graduate of the YES! program and they will tell you that Dee can be counted on for a dose of tough love but she's truly a softy at heart. Her light shines brightly here at YWCA Evansville, and we are #BetterBecauseOfHer #WHM2022 #WomensHistoryMonth #OnAMission"
batch_7,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_7/356109-5239670292745196.png,"Save the Date ... June 19, 2022 Perfecting Church ~ 3rd Sunday Live ~ Father's Day"
batch_7,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_7/356111-10159676255834210.png,Spring has sprung! 🐝 🌼 These honeybee Easter eggs are a fun and easy activity for the whole family. Get started here: https://bit.ly/3qQRiaI:=:https://siouxhoney.com/easter-bees/
batch_7,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_7/356115-2619495044853185.png,"It's Asian Pacific American Heritage Month so we're taking a moment to talk about Asian American filmmaker and theater producer Jhett Tolentino. From struggling to survive in the Philippines to becoming a Broadway bigwig with multiple Tony awards (and a Grammy!) under his belt — sounds like an impossible dream? Here is his story: “I still remember how my mom would stack the coins my dad earned for the day and try to figure out how to meet our needs. I never blamed my parents for being unable to afford things, even if that meant having no money to pay for my education. I didn’t want to add to their burdens, so I applied for scholarships that took me through high school and college. After graduation, I worked six simultaneous jobs, built my parents a house, and struggled to pay the mortgage. “I went to the United States believing that we all have the opportunity to be someone. I took every job that came my way: as a marketer, waiter, babysitter, grocery bagger, personal assistant, nursing assistant. Then I discovered the theater. It was the only thing that kept me sane. I loved the idea of coming in, sitting with the lights out, and getting entertained. I also loved to voice out my opinion, which I did with a regular group of theatergoers and eventually on my blog. “Then, the Broadway folks started asking for my thoughts on everything. It was official — I’m not a nobody! As I met more people and got more involved, I decided to invest. I had a little money saved for it, but my business partner said: ‘You pick the show, I’ll write the check.’ Since then, we’ve done more than 30 shows! I have worked with big names in the theater and go to awards shows. “Who would have thought that someone like me would end up with several Tonys and a Grammy? I never imagined it, not as the youngest child of a jeepney driver and beautician who lived in the squatters of Iloilo, Philippines. “But this is all bigger than me. I’m here because I wanted to give my parents the life they deserved but never thought they could have. Poverty is not a death sentence and I am living proof of that! Dreaming is free; why settle for less?” #AAPIstrong #APAHM #AAPIHM"
batch_7,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_7/356128-4786250484819961.png,Report Shows How Much Immigration Costs Increased During Biden's First Year In Office: https://buff.ly/3kOqynS:=:https://america.awm.com/report-shows-how-much-immigration-costs-increased-during-bidens-first-year-in-office/
batch_7,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_7/356134-3263271540619100.png,He Ran For President In 2020. Now He Says Highways Are Racist: https://buff.ly/3r67iGm:=:https://america.awm.com/he-ran-for-president-in-2020-now-he-says-highways-are-racist-2-2-2-2-2/
batch_7,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_7/356169-568991364591214.png,"Are you looking for a super quick and delicious #paleo veggie side dish? This Sugar Snap Peas with Basil, Mint and Lime cooks in five minutes! https://nomnompaleo.com/sugar-snap-peas"
batch_7,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_7/356178-5801332699879191.png,The stunning new issue of Seguin Magazine hits newsstands on Sunday. You don't want to miss this very special edition!
batch_7,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_7/356179-5139372306096001.png,"The cold front is here! The wind picked up in a hurry here at the station and will remain very gusty through the overnight hours. Gusts in excess of 50 MPH are possible for the next few hours, with gusts over 40 likely through Wednesday morning. Forecast >> https://siouxlandnews.com/weather"
batch_7,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_7/356187-343016557922204.png,How is this a bad thing?
batch_7,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_7/356188-535678411244407.png,"Lol Hammer and Vajra Bringing Indo-European traditions to the modern decay. https://linktr.ee/hammerandvajra https://t.me/hammerandvajra Haven't seen the Northman. Have heard mixed things about it. But this comic rings true for anything that is more historically accurate, or focuses on Europeans and Eurasians properly."
batch_7,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_7/356189-1148164019326189.png,#NAME?
batch_7,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_7/356191-317117927154118.png,Do you agree with Mark Cuban?😂🤔
batch_7,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_7/356198-514779476873323.png,Twitter is a strange place
batch_7,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_7/356199-2141270039363243.png,"IT’S OFFICIALLY OVER 😔 During an interview with Hercules Gomez, Carlos Vela announced his retirement from the 🇲🇽 National Team to give the younger players a chance. #CarlosVela #LAFC #MLS #Mexico #SeleccionMexicana #ElTri #Futbol #FutbolMexicano #Soccer"
