image,text
https://raw.githubusercontent.com/heranmane/label_studio_images/main/twitter_data/aws_model_filtered_images/2018_meme_aws0729/1026144586375356416g.png,"@_kassbekillinem What I've been saying all of my 74yrs on this planet! Unity, supporting Black business worked at the turn of the 20th century... #Tulsa and all of the other Black communities were thriving, so a jealous White America burned them down! Segregation is the Black man's salvation! https://t.co/U6qhLseenZ"
https://raw.githubusercontent.com/heranmane/label_studio_images/main/twitter_data/aws_model_filtered_images/2018_meme_aws0729/1026149299623739392g.png,@RepAdamSchiff Adam has a voice. For his donors. Globalist most of them. #MAGA https://t.co/Jts8TSlguB
https://raw.githubusercontent.com/heranmane/label_studio_images/main/twitter_data/aws_model_filtered_images/2018_meme_aws0729/1026155071720042498g.png,"What if we just got #Fatah and #Hamas their own Attaché badges like Edward Tavner on the show, Patriot? We could engrave, “Legitimate Palestinian Representative,” on it instead. 💡 https://t.co/ucifrRIt1X"
https://raw.githubusercontent.com/heranmane/label_studio_images/main/twitter_data/aws_model_filtered_images/2018_meme_aws0729/1026164126031040512g.png,"Rest in Paradise, Oscar Grant #fruitvalestation #BLM https://t.co/lSgXhUBamT"
https://raw.githubusercontent.com/heranmane/label_studio_images/main/twitter_data/aws_model_filtered_images/2018_meme_aws0729/1026165421295194113g.png,@RealCandaceO has fired out just how ABSURD this TRAVESTY is to IMMIGRANTS who try to become American CITIZENS LEGALLY!! 👍🇺🇸❤ https://t.co/wV5qUoVpoE
https://raw.githubusercontent.com/heranmane/label_studio_images/main/twitter_data/aws_model_filtered_images/2018_meme_aws0729/1026168586874900485g.png,"The world’s 20 top #tech #companies in 2018 via @VisualCap. 7 US companies, 3 Chinese in the TOP 10. How many European companies? Guess... https://t.co/Zd4BamtKfo"
https://raw.githubusercontent.com/heranmane/label_studio_images/main/twitter_data/aws_model_filtered_images/2018_meme_aws0729/1026169445876609024g.png,🎶you niggas is weird🎶 https://t.co/fKwpOCtsq8
https://raw.githubusercontent.com/heranmane/label_studio_images/main/twitter_data/aws_model_filtered_images/2018_meme_aws0729/1026169924161548288g.png,The feds out here protecting and escorting the kkk out in DC and y’all rl expect us to respect y’all? Tuh https://t.co/kKPGCN9kvM
https://raw.githubusercontent.com/heranmane/label_studio_images/main/twitter_data/aws_model_filtered_images/2018_meme_aws0729/1026174036403937280g.png,Listening to Slaves Of Pain by @sepulturacombr on @PandoraMusic https://t.co/h8raeUOjdD https://t.co/757qXjRqWw
https://raw.githubusercontent.com/heranmane/label_studio_images/main/twitter_data/aws_model_filtered_images/2018_meme_aws0729/1026177450793947136g.png,#BuildTheDamnWall https://t.co/FCeEzSv3er
