image,text
https://raw.githubusercontent.com/heranmane/label_studio_images/main/twitter_data/aws_model_filtered_images/2023_meme_aws0729/1609415114700238850g.png,@JoelBrownMD So what you’re saying is Chattel slavery followed by Jim Crow never happened and we should just get over it? Now ask yourself would you say that to a Jewish person? No you wouldn’t! By what right? https://t.co/2KdqlfBsSf
https://raw.githubusercontent.com/heranmane/label_studio_images/main/twitter_data/aws_model_filtered_images/2023_meme_aws0729/1609416098213928960g.png,"#HappyNewYear2023 to everyone, especially to the brave men and women who fight for freedom and democracy in Iran. May 2023 be the last year of the existence of terrorist, child-killer, and gender-apartheid Islamic Regime in Iran. #IranRevolution https://t.co/tWSi5XNFPq"
https://raw.githubusercontent.com/heranmane/label_studio_images/main/twitter_data/aws_model_filtered_images/2023_meme_aws0729/1609422107343212544g.png,@Fxceyyy Boy this summer…I hated y’all niggas https://t.co/gjX09TaoWR
https://raw.githubusercontent.com/heranmane/label_studio_images/main/twitter_data/aws_model_filtered_images/2023_meme_aws0729/1609428197090762753g.png,"@ambercrombie94 and I are investing in a bear sanctuary, idk who Oswald is nor the mission of Oswald’s Bear Ranch but we out here https://t.co/1TAKm9f8Mt"
https://raw.githubusercontent.com/heranmane/label_studio_images/main/twitter_data/aws_model_filtered_images/2023_meme_aws0729/1609429522042032128g.png,Happy New Year Nigglets https://t.co/ekzDMONNVG
https://raw.githubusercontent.com/heranmane/label_studio_images/main/twitter_data/aws_model_filtered_images/2023_meme_aws0729/1609435176311873537g.png,Feliz Año Nuevo de parte de Sector Latino. Ansiosos que empiece la temporada. Excited for what’s to come in 2023. #cf97 #VamosFire #SL12 https://t.co/pJkYxJQTv9
https://raw.githubusercontent.com/heranmane/label_studio_images/main/twitter_data/aws_model_filtered_images/2023_meme_aws0729/1609441611439644673g.png,Happy New Year!! From all of us at the Texas State Museum of Asian Cultures and Educational Center 🎆 https://t.co/kTqU83XzgS
https://raw.githubusercontent.com/heranmane/label_studio_images/main/twitter_data/aws_model_filtered_images/2023_meme_aws0729/1609441819208597504g.png,Yo Jenna furmes they will never rule Jews because of me if u pregnant with ya boyfriend to disrespect me ..what and 1 https://t.co/zHlyAvmvKj
https://raw.githubusercontent.com/heranmane/label_studio_images/main/twitter_data/aws_model_filtered_images/2023_meme_aws0729/1609442347439489025g.png,We just left the Bi-Popal era and are back to Mono-Popal and these words are not in the dictionary. https://t.co/dKKUYRnOZF
https://raw.githubusercontent.com/heranmane/label_studio_images/main/twitter_data/aws_model_filtered_images/2023_meme_aws0729/1609443163634106370g.png,I will be joining 4 other defendants and our attorneys to discuss the efforts of Hindu nationalists in USA to silence their critics through intimidation. Wednesday at noon. You can join online through the link on the flyer. https://t.co/HPRrLfcQpf
https://raw.githubusercontent.com/heranmane/label_studio_images/main/twitter_data/aws_model_filtered_images/2023_meme_aws0729/1609443825600299008g.png,"Quienes conformamos el Instituto de Transparencia en Tamaulipas, deseamos estén pasando felices fiestas. ¡Feliz año nuevo! #ITAIT #Tamaulipas #México https://t.co/mRdASTSlQa"
