tweet_id,tweet_text,img_url,lgbtterm1,lgbtcat1,lgbtterm2,lgbtcat2,lgbtterm3,lgbtcat3,raceterm1,racecat1,raceterm2,racecat2,raceterm3,racecat3
1212242943886680065g,Baby Bron look like a Donkey Kong ass nigga... https://t.co/Td4dXbPdNc,http://pbs.twimg.com/media/ENLAh31WwAALrHy.jpg,NA,NA,NA,NA,NA,NA,nigga,black,NA,NA,NA,NA
1212283514961350656g,Here's to the bright New Year and a fond farewell to the old; here's to the things that are yet to come and to the memories that we hold. Nizhónígo Nináánááhai Dooleeł! #UrbanNavajo #Navajo https://t.co/u7IpsGOhdB,http://pbs.twimg.com/media/ENLlbpfUcAAF5O_.jpg,NA,NA,NA,NA,NA,NA,navajo,native american,NA,NA,NA,NA
1212360337858727937g,"Everyday is #domesticviolence awareness. If you or someone you know is experiencing The Cycle of Violence, please seek #HELP #enddomesticviolence 1-800-799-7233 #alllivesmatter 🙌🙌🏽🙋🙋🏽 https://t.co/pDUPhs0t1I",http://pbs.twimg.com/media/ENMrTS_XYAEokBn.jpg,NA,NA,NA,NA,NA,NA,alllivesmatter,white,NA,NA,NA,NA
1212392520510033922g,My wishes to all haitians peeps https://t.co/tK2oRcHX9N,http://pbs.twimg.com/media/ENNIkDOWwAAOtus.jpg,NA,NA,NA,NA,NA,NA,haitians,black,haitian,black,NA,NA
1212403995383418882g,"The left saying the Baghdad embassy situation is Trumps #Benghazi is a very far stretch. Apaches were in the air within hours, #DevilDogs were boots on the ground within hours. Hillary left our men on their own and to die. It’s night &amp; day difference on responses. https://t.co/M8mzyf3S49",http://pbs.twimg.com/tweet_video_thumb/ENNTAR1X0AA7-yw.jpg,NA,NA,NA,NA,NA,NA,baghdad,middle eastern,apache,native american,NA,NA
1212458795466739712g,"@MalkahFleisher @eitansasson @Shazzy2016 @ArielElyseGold Oh yah I see high rises behind the sign that a true Jew is holding!! You are nothing but an racist occupier who has no soul. Just wondering, do you hear noises under your home at night? Guess who’s coming? 😂 https://t.co/P5zToqmU7q",http://pbs.twimg.com/media/ENOE1VHW4AEWCp0.jpg,NA,NA,NA,NA,NA,NA,racist,minority,jew,jewish,NA,NA
1212461946240454656g,@TBDanger @jdmiles11 Til Martin is the CEO of special Olympics and I went to him for 2 years when I was called a nigar by white people and he did absolutely nothing about it but laughed at me This is him hes evil https://t.co/2NFECb4fIg,http://pbs.twimg.com/media/ENOHti0U0AAr5Cn.jpg,NA,NA,NA,NA,NA,NA,white people,white,NA,NA,NA,NA
1212462402085756928g,This🤬😬🤔 is the CEO of🚷🚯 special Olympics Texas who allowed for someone to call me a nigar and then they banned me from special Olympics I'm never going to be called racist names by white people https://t.co/yiObCfsdHi,http://pbs.twimg.com/media/ENOIICIXsAE-wm6.jpg,NA,NA,NA,NA,NA,NA,racist,minority,white people,white,NA,NA
1212463435772022784g,"@realDonaldTrump you gon deport your ugly ass sister #SenoraTrump, i don't think that's a toupee either 😆 ain't your wife an immigrant too? let's push to her ass deported https://t.co/R3KDPzKQRA",http://pbs.twimg.com/media/ENOJEOoWsAAT3DO.jpg,NA,NA,NA,NA,NA,NA,deport,immigrant,NA,NA,deported,immigrant
1212463800152145920g,I’m on indeed applying to jobs n shit look at this . Look at the damn salary. And the pay is bi-weekly🥴 https://t.co/AissFHUrVE,http://pbs.twimg.com/media/ENOJZgsWwAI0Zfl.jpg,bi,bisexual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
