tweet_id,tweet_text,img_url,lgbtterm1,lgbtcat1,lgbtterm2,lgbtcat2,lgbtterm3,lgbtcat3,raceterm1,racecat1,raceterm2,racecat2,raceterm3,racecat3
1488197433079250947g,Ok y’all! #DuelingPianosMusical is streaming now at @Patreon. On #SideKickPowerHour tonight we’ll debut an extra spicy trailer + watch episode 511 of @TVSkeletonCrew #bears #gay #queer #lgbtq #livestream #pupplay #bigboys #bodypositivity #fatpositive #kinky #hairybears #gaypups https://t.co/ZA1J6IXa3T,http://pbs.twimg.com/media/FKcjrVQXoAM4HqN.jpg,bi,bisexual,gay,gay,NA,NA,spic,hispanic,NA,NA,NA,NA
1488201076801085447g,"YEAR OF THE TIGER | Chinese New Year begins tomorrow &amp; celebrations culminate w/ the Lantern Festival on Feb 15. To those who celebrate, may 2022 be filled w/ love &amp; prosperity. If you’re not familiar w/ the tradition, take time to learn &amp; hold space for those who celebrate. https://t.co/sW114rSyAC",http://pbs.twimg.com/media/FKcm_cxVkAAKBf5.jpg,NA,NA,NA,NA,NA,NA,chinese,asian,NA,NA,NA,NA
1488208473674240002g,"#MovimientoNaranaja l @samuel_garcias se reunió este domingo con el precandidato por @MovCiudadanoMX a la gubernatura de #Tamaulipas Arturo Díez Gutiérrez, esto entre los límites de ambos estados. Aquí la información: https://t.co/6EZuBJQhEs #BreakingNews #Matamoros #868Vlog https://t.co/sQVBBYNJtg",http://pbs.twimg.com/media/FKcttyvXIAE3uWW.jpg,NA,NA,NA,NA,NA,NA,tamaulipas,hispanic,NA,NA,NA,NA
1488227652980858887g,"They committed perjury &amp; DOJ *could* have easily proven it b/c even the fastest English speaker can only say 10.6 words/sec. It is physically impossible to say, ""Put your hands in the air! Let me see your hands! Freeze!"" even once in 0.792secs, much less multiple times #TamirRice https://t.co/goZQdfEyYH",http://pbs.twimg.com/media/FKc_KdqWYAQmZ3V.jpg,NA,NA,NA,NA,NA,NA,#tamirrice,black,NA,NA,NA,NA
1488233043370332165g,"There’s nothing left-wing about capitalism. Capitalism is a right-wing system, which emphasizes, values, rewards, &amp; REQUIRES greed, selfishness, cruelty, racism, classism, ableism, and *violence*. The power imbalances are the problem. It’s anti-democracy. #BeALeftistNotALiberal https://t.co/gIxKgNaaCH",http://pbs.twimg.com/ext_tw_video_thumb/1488232958754447365/pu/img/pERJBknSntr4ZYfl.jpg,NA,NA,NA,NA,NA,NA,racism,minority,NA,NA,NA,NA
1488233205455065089g,@missmayim You are amazing Mayim! #turn22to0 #SOSCuba #BlueLivesMatter https://t.co/xyhiXUrBuS,http://pbs.twimg.com/media/FKdENZjWYAU777Q.jpg,NA,NA,NA,NA,NA,NA,bluelivesmatter,black,NA,NA,NA,NA
1488237501605191686g,@parquevidal @barbara_bitar Pues esta Guajira cambió de bandera. Para atrás ni para cojer impulso! #turn22to0 #SOSCuba #BlueLivesMatter https://t.co/eyW6m7aEs7,http://pbs.twimg.com/media/FKdIHgnXMAclcMG.jpg,bi,bisexual,NA,NA,NA,NA,bluelivesmatter,black,NA,NA,NA,NA
1488237914626666499g,¿Buscas algo economico y eficiente para iluminar tu calle/fachada? ¡Nuestra luminaria Suburbana es la ideal para ti! Tenemos... - ENVIOS A TODA LA REPÚBLICA - Productos 100% mexicanos - Calidad Visita nuestra página en: https://t.co/6Z2OGy37eQ WhatsApp: 3322551533 #FelizLunes https://t.co/6rq7jaIrzG,http://pbs.twimg.com/media/FKdIfvuWYAEY5Z8.jpg,NA,NA,NA,NA,NA,NA,mex,hispanic,mexican,hispanic,mexicanos,hispanic
1488243975278452746g,"Starting tomorrow, in honor of Black History Month, @SANKOFAMBHS will release daily an online celebratory recorded performance that elevates the cultural heritage of people of African descent. Please follow @SANKOFAMBHS today and check daily for the latest release throughout Feb! https://t.co/Y3V0v1ThhV",http://pbs.twimg.com/media/FKdOAhdXEAMTKfl.jpg,NA,NA,NA,NA,NA,NA,black history,black,NA,NA,NA,NA
1488244003464224771g,"Lord$ Never Worry was my introduction, but after I heard this for the 1st time. Knew niggas wasn’t fucking around. https://t.co/UxC1FxCWqQ",http://pbs.twimg.com/media/FKdOCGfX0AQxq5o.jpg,NA,NA,NA,NA,NA,NA,nigga,black,niggas,black,NA,NA
1488262211990700034g,When you're dog isn't welcome at the groomer take them here 🤣🤣 Yes its the little things that make me laugh. https://t.co/mSKw95Czat,http://pbs.twimg.com/media/FKdel61WQAYuDFt.jpg,groomer,transgender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1488268705511636994g,@TreySongz @DaveEast @BIGBULLYBG @JustineDarcenne @KendrickPMuzic @madeentmusic @kevinrossmusic @Alicwalls @bemorekev Leatherface #ChangeTheWorld Whoopi Rihanna Drake #PMSThankYewSeatGeek #YIAYdevil #VERZUZ Halsey Black History Month Wordle 226 X Ahmaud Arbery https://t.co/kQr3ORGPbS,http://pbs.twimg.com/media/FKdkecvXEAU8x60.jpg,bi,bisexual,NA,NA,NA,NA,black history,black,NA,NA,NA,NA
1488278201033900034g,"Happy Chinese New Year of the Tiger 2022, my friend. May you have peace at every age. Enjoy this festive to the fullest and make this celebration best of them all. https://t.co/Heemga9rUA",http://pbs.twimg.com/media/FKdtInbUcAAvII7.jpg,NA,NA,NA,NA,NA,NA,chinese,asian,NA,NA,NA,NA
1488279332111859714g,Farming is a great opportunity claim rewards swap for #mex then stake it and get that passive income #btc @getMaiar https://t.co/MSeaJM6phG,http://pbs.twimg.com/media/FKduKb3VEAIMSAU.jpg,NA,NA,NA,NA,NA,NA,mex,hispanic,NA,NA,NA,NA
1488291538819956738g,"15 years ago in my high school Japanese class, we were studying proverbs such as the infamous ""the nail that sticks out gets hammered down"" Today it came up in my class at UCD, so I went to get this drawing from @ZedKelly9 I've treasured since then and showed it off to everyone. https://t.co/0zMAP7CXxc",http://pbs.twimg.com/media/FKd5RGlUYAQu-5I.jpg,NA,NA,NA,NA,NA,NA,jap,asian,japanese,asian,NA,NA
1488298384846835712g,@Superno_1111 @muskokagrnthum @Pidabin You know what flags I didn't see? A #BLM or #Antifa! 🇨🇦🔱😷💉💉💉✋🏿✋🏾✋🏽👣✋🏻🤜🤛 https://t.co/XaVOVurdlt,http://pbs.twimg.com/media/FKd_e6tUcAUyOt4.jpg,bi,bisexual,NA,NA,NA,NA,blm,black,NA,NA,NA,NA
1488299702244319238g,@OttawaPolice Can you get @TorontosMayor and @TorontoPolice to look into the Hate fest in @cityoftoronto Death 💀 to Jews from the marching racist in this @BDSmovement https://t.co/WzUhyMIrzG,http://pbs.twimg.com/media/FKeAsLFWYAIUqvO.jpg,NA,NA,NA,NA,NA,NA,jews,jewish,racist,minority,jew,jewish
1488303258917613573g,@tedcruz SINCE YOU WANT TO ATTACK PEOPLE OF COLOR TED CRUZ. ESPECIALLY STRONG BLACK WOMEN. 👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇👇 https://t.co/AB4zp8wWPZ,http://pbs.twimg.com/media/FKeD7RsXsAYGHtv.jpg,NA,NA,NA,NA,NA,NA,black women,black,people of color,minority,NA,NA
1488308756987404288g,"@CharlotteProng I'm not here to start a twitter and respect everyone, my family is made up many different people from all walks of life. Black Americans, And have some gay family members. The media never tells the real story. Sad they didn't show this on the news. 1/2 https://t.co/adQi2nWQz6",http://pbs.twimg.com/media/FKeI7VGXEAQJOS2.jpg,gay,gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1488327695834312706g,"Another great event from the Israel 101 Series with Jewish Federation of Tulsa! Discussed high tech, military defense/tech systems, climate issues and water desalination! @JewishFedTulsa ✡️🇮🇱🧿 https://t.co/Wx7GP1mtML",http://pbs.twimg.com/media/FKeaJorVQAI6ZOn.jpg,NA,NA,NA,NA,NA,NA,jewish,jewish,NA,NA,jew,jewish
1488334754630012930g,More pictures from Monday- Celebrating Culture! #CSW2022 Check out what second grade did today ➡️created Culture Flags for the Chinese Lunar Year! #culture #CCAjoy #CCAcelebrates #Students https://t.co/psIeKKYyti,http://pbs.twimg.com/media/FKegjAvXMAQfOgG.jpg,NA,NA,NA,NA,NA,NA,chinese,asian,NA,NA,NA,NA
1488341838289256452g,@LetMeSpinCoach @JLissone Cause you niggas boo Santa Clause and I was devastated as a kid lol https://t.co/7Ysmqfy9Lh,http://pbs.twimg.com/tweet_video_thumb/FKenAbKVkAMKT0E.jpg,NA,NA,NA,NA,NA,NA,nigga,black,niggas,black,NA,NA
1488345631932370944g,"@Roshan_Rinaldi To be honest, the Southern Strategy that brought the Dixiecrats into the GOP ranks is what's been damaging the Republican Party. It just took some racist nut job to mobilize the other racist nut jobs into action. Now we can't shut them up. Fed Pen for them ALL. https://t.co/V6XT0Syi0A",http://pbs.twimg.com/media/FKep91CVUAEmEw7.jpg,bi,bisexual,NA,NA,NA,NA,racist,minority,NA,NA,NA,NA
1488358183429185543g,@tedcruz RACIST BIGOT https://t.co/vxWultp1gd,http://pbs.twimg.com/tweet_video_thumb/FKe14IUXIAQsMSa.jpg,bi,bisexual,NA,NA,NA,NA,racist,minority,NA,NA,NA,NA
1488467500597719040g,"Today starts Black History Month. This year's theme is ""Black Health and Wellness"". The theme highlights “the legacy of not only Black scholars and medical practitioners in Western medicine, but also other ways of knowing throughout the African Diaspora."" #BlackHistoryMonth2022 https://t.co/xN7JLPppQ6",http://pbs.twimg.com/media/FKgZTbVXsAUn-dw.jpg,NA,NA,NA,NA,NA,NA,black history,black,NA,NA,NA,NA
1488472522093998087g,@ropeynes @MarshaBlackburn It's hard to imagine someone admiring a racist pedophile with rapidly progressing dementia. But here we are. https://t.co/81ajDwg9Xi,http://pbs.twimg.com/media/FKgd1WMXsAYPHK2.jpg,NA,NA,NA,NA,NA,NA,racist,minority,NA,NA,NA,NA
1488481831230099459g,Hard to believe January 2022 is already in the books…Happy and Healthy Chinese New Year to my friends and colleagues in Asia…And a happy first day of Feb to all! https://t.co/lgNDxiuZDO,http://pbs.twimg.com/media/FKgmVg9WUAM77ez.jpg,NA,NA,NA,NA,NA,NA,chinese,asian,NA,NA,NA,NA
1488491476006973445g,"Thanks for the Inkjet Crew hooking me up. Just the beginning. Hopefully it will sink in to the students that I’m not white, albino or biracial 🙄🙄🙄 #vitiligo pass it along to the new students, please. https://t.co/qQV0ZlXwSv",http://pbs.twimg.com/media/FKgvG0SWQAIi-MC.jpg,bi,bisexual,NA,NA,NA,NA,biracial,multi-race,NA,NA,NA,NA
1488499186328870914g,Happy Black History Month https://t.co/WNaEDR1mb5,http://pbs.twimg.com/media/FKg2HxbWQAYN-Ss.jpg,NA,NA,NA,NA,NA,NA,black history,black,NA,NA,NA,NA
1488502787092762627g,"Sanctuary (Washington, USA) 🇺🇲 Refuge Denied (1988) - Epic Records YouTube - https://t.co/Oncj8bXiAk Spotify - https://t.co/StpSUnacxJ https://t.co/a7wiNyXnP2",http://pbs.twimg.com/media/FKg5ZatWUAAdXAQ.jpg,NA,NA,NA,NA,NA,NA,sanctuary,immigrant,NA,NA,NA,NA
1488504731832143872g,"@Kook_Krusher @PaulNew81641336 @CNN @CityOfBoston @FBI @NFL @TownOfLexMA On media. I got desks. Best defense around. Work for Boston media""soon""(site) Drop screenshots. Real BORDER SECURITY? @ArmyChiefStaff 🔫💼 Home: Quincy Ma The only city of Presidents in America. I'm just a regular person in Boston media. I live 1mile from2 And my location is ON. https://t.co/fLy1jOsETv",http://pbs.twimg.com/tweet_video_thumb/FKg7KUQX0AYpzkR.jpg,bi,bisexual,NA,NA,NA,NA,border security,hispanic,NA,NA,NA,NA
1488505687068090371g,@Eleanordmna Some redneck with access to fiberglass: https://t.co/dyaQtVzIsv,http://pbs.twimg.com/tweet_video_thumb/FKg8B7HXoAQV4g5.jpg,NA,NA,NA,NA,NA,NA,redneck,white,NA,NA,NA,NA
1488508632924893186g,"TIP was floating on this shit! Pull up in the Chevy's spraying rounds through the glass See you laying face down in the grass and I'll laugh Ha, cause that's the end of the saga The end of my problems, nigga mash the Impala https://t.co/w8wAm1fpeP",http://pbs.twimg.com/media/FKg-th2X0AM1wye.jpg,NA,NA,NA,NA,NA,NA,nigga,black,NA,NA,NA,NA
1488511621605445633g,En los niveles medio superior y superior se permitirá el regreso a clases presenciales en 23 municipios de #Tamaulipas siempre y cuando cumplan con los protocolos de seguridad en salud https://t.co/MeJ6SBz8tn,http://pbs.twimg.com/media/FKhBbaFWYAYw-y1.jpg,NA,NA,NA,NA,NA,NA,tamaulipas,hispanic,NA,NA,NA,NA
1488514847931256843g,"I am very excited to announce that the Sarasota African American Cultural Coalition will be presenting the ""Glimpse of The Artist"" exhibition At the John and Mable Ringling Museum in 2023 #glimpseoftheartist 🎨 #glimpseofcommunity 🌍 #blackhistorymonth ❤💚🖤 @adidasrunning https://t.co/LtL7DW3qcA",http://pbs.twimg.com/media/FKhEXZdXwAwqFey.jpg,bi,bisexual,NA,NA,NA,NA,african american,black,NA,NA,NA,NA
1488516069425831937g,Happy Chinese New Year! #ShowYourTigerFace #AndGrowl 🎉 🐯 https://t.co/s0Pl92LlzL,http://pbs.twimg.com/tweet_video_thumb/FKhFePuXIAonJ8D.jpg,NA,NA,NA,NA,NA,NA,chinese,asian,NA,NA,NA,NA
1488518980297965575g,"It is the first day of #BlackHistoryMonth and every day this month, I will post a quote from a black man or woman. Here is the first from the late Rev. Dr. Martin Luther King, Jr.: https://t.co/MuKYHfV1Et",http://pbs.twimg.com/media/FKhIH3eXMAgcPNT.jpg,NA,NA,NA,NA,NA,NA,black man,black,NA,NA,NA,NA
1488523089906438145g,"#Díanacionaldelajolote Atl-xólotl (monstruo de agua) en náhuatl, este anfibio es uno de los tesoros endémicos mexicanos. 🇲🇽 https://t.co/RqseNG9SLm",http://pbs.twimg.com/media/FKhL3KjXEAElX8d.jpg,bi,bisexual,NA,NA,NA,NA,mex,hispanic,mexican,hispanic,mexicanos,hispanic
1488523606720229381g,Happy Chinese New Year from my family to yours. Please stay safe and stay healthy as we are celebrating to enter in 2022 on Chinese New Year for this month in February. We are still remain resiliency City of Presidents &amp; Quincy Strong. #QuincyMA #QuincyStrong #Huitourage https://t.co/x6iZT477Eg,http://pbs.twimg.com/media/FKhL5g0XEAI2hOD.jpg,NA,NA,NA,NA,NA,NA,chinese,asian,NA,NA,NA,NA
1488525752450666506g,"@WonderKing82 Surprisingly, Black women are higher up than I thought they were. https://t.co/pY9vxQTnbk",http://pbs.twimg.com/media/FKhOSCpXwAcIbTN.jpg,NA,NA,NA,NA,NA,NA,black women,black,NA,NA,NA,NA
1488526749021478920g,"In Chinese culture, tigers symbolize courage &amp; strength. I wish you &amp; your family a healthy &amp; safe Lunar New Year of the Tiger. 🐯🧧 在中國文化中，老虎是力量、勇氣的象徵。 在新冠病毒大流行中，祝您和您的家人過一個健康平安的虎年。 📸@bersonphoto @WendyDphoto https://t.co/RuTfTuY14V",http://pbs.twimg.com/media/FKhPL4FXsAAxWym.jpg,NA,NA,NA,NA,NA,NA,chinese,asian,NA,NA,NA,NA
1488530297469739013g,Today marks the first day of National Black History Month! It's a time to pause &amp; reflect on the contributions of African Americans throughout American history. Let's celebrate all that these historical figures have done &amp; how they've paved the way for us to continue the journey! https://t.co/mmzWh5BFv4,http://pbs.twimg.com/media/FKhSahjXoAEddxg.jpg,NA,NA,NA,NA,NA,NA,african american,black,african americans,black,black history,black
1488531512601595904g,Happy Chinese New Year everyone! https://t.co/Hq7FrVuk2a,http://pbs.twimg.com/tweet_video_thumb/FKhThGYXwA8csEg.jpg,NA,NA,NA,NA,NA,NA,chinese,asian,NA,NA,NA,NA
1488535394677403652g,"limitless people. It isn’t on me, it’s in me, and that can’t be bought. Happy Black History Month. 🖤 https://t.co/X57GOAbXr2",http://pbs.twimg.com/media/FKhXDTAXMAAYMNY.jpg,NA,NA,NA,NA,NA,NA,black history,black,NA,NA,NA,NA
1488542946215575554g,"Black History Month 2022 at UW–Madison celebrates ""Melanin in Media: The People, The Culture, The Blackprint,"" by advocating for inclusion. Visit https://t.co/XFyyvJ7VnS for more campus and community events throughout February. https://t.co/5mvHX3w1ew https://t.co/TpgDqvBryE",http://pbs.twimg.com/media/FKhd6-JXIAYPHug.jpg,NA,NA,NA,NA,NA,NA,black history,black,NA,NA,NA,NA
1488543237572902914g,"Our Black History ""Who Am I"" board... https://t.co/WLaQ5Bdwsy",http://pbs.twimg.com/media/FKheL3JXoAIi69E.jpg,NA,NA,NA,NA,NA,NA,black history,black,NA,NA,NA,NA
1488549244629778432g,Happy Chinese New Year! https://t.co/ecKC9JgBvq,http://pbs.twimg.com/media/FKhjphyUcAQKB3G.jpg,NA,NA,NA,NA,NA,NA,chinese,asian,NA,NA,NA,NA
1488555697218494471g,Will @GovRonDeSantis’ press secretary apologize for peddling anti-immigrant fake news amidst her now-deleted attempts to downplay Nazi demonstrations this weekend? @ChristinaPushaw is a self-proclaimed “debunker of false narratives” after all. https://t.co/duJpM7mLVD,http://pbs.twimg.com/media/FKhphDgXEAIfy1P.jpg,NA,NA,NA,NA,NA,NA,immig,immigrant,immigrant,immigrant,migrant,immigrant
1488559134219853826g,Incredibly proud to see the progression this organization is continuing to have on the mental health wellbeing of black men in Chicago. Thank you 🙏🏽 to @TODAYshow for shining your light on the community that’s building. https://t.co/RwoSQCjGkW,http://pbs.twimg.com/media/FKhso73XMAQYajh.jpg,NA,NA,NA,NA,NA,NA,black men,black,NA,NA,NA,NA
1488560638704046086g,"It’s convenient that the Chief Judge Pro Tempore of the Calhoun County Circuit Court John Hallacy said nothing about the conflict of interest. WAIT!! That’s right, he worked with Joel Fulton to push for passage of the Stand your Ground Law @MI_LBC #BlackLivesMatter #BlackTwitter https://t.co/kkqZib5Rc7",http://pbs.twimg.com/media/FKhuAMuVUAI55g5.jpg,NA,NA,NA,NA,NA,NA,#blacklivesmatter,black,blacklivesmatter,black,blacktwitter,black
1488561139973828615g,Happy Black History Month! #BlackHistoryMonth https://t.co/TROFQ1f9uq,http://pbs.twimg.com/ext_tw_video_thumb/1488561133241966599/pu/img/yueOrYGq9Y59Q0b-.jpg,NA,NA,NA,NA,NA,NA,black history,black,NA,NA,NA,NA
1488562044295163904g,"Great Morning Superstars 🌞📱🏵📩⛩ Have a Tiger Tuesday 🎉🧨🐯💶🙌 Happy Lunar New Year, year of the Tiger 🐅 Put the past behind &amp; look forward to a fresh start. Focus on reunions &amp; hope ❤ #Tiger #Chinese #Zodiac #LunarNewYear #Power #Rebellion #SpringFestival #Hope #Reunion https://t.co/5J0STTen9P",http://pbs.twimg.com/media/FKhvSpCWUAgl8WA.jpg,NA,NA,NA,NA,NA,NA,chinese,asian,NA,NA,NA,NA
1488567294544515076g,"@royhutchins @willchamberlain Racism has become an undefined word. LITERALLY EVERYTHING has been called racist in the last 10 years. Let's retire the word, and use DEFINABLE TERMS such as ""bigotry"" or ""prejudice"" or ""ethnic hatred"" - rather than a self-definitional empty set. https://t.co/FJY55fsAiD",http://pbs.twimg.com/media/FKh0Dk9XEAgn2KG.jpg,bi,bisexual,NA,NA,NA,NA,racism,minority,racist,minority,NA,NA
1488568252238290944g,Blacks and Jews in America by Terrence Johnson and Jacques Berlinerblau employs a unique conversational format to examine the complex and contested history of Jewish American and African American relations—and explain why that history matters today. https://t.co/jtVCzfBhjN https://t.co/55CKEPkusw,http://pbs.twimg.com/media/FKh076gXMAkmbGM.jpg,NA,NA,NA,NA,NA,NA,african american,black,blacks,black,jewish,jewish
1488569166101553153g,"#BlackLivesMatter #BlackTwitter help us get Zays story out the local government is trying their best to protect Adam Yancer and Joel Fulton $3000 for Xaivers File on his murder, the Prosecutor IS FRIENDS WITH THESE INDIVIDUALS. We have started a GoFund me https://t.co/75R8aSMo3V https://t.co/Gqf7ai8xe1",http://pbs.twimg.com/media/FKh1w8JUUAEwI-l.jpg,NA,NA,NA,NA,NA,NA,#blacklivesmatter,black,blacklivesmatter,black,blacktwitter,black
1488569664309506050g,Join usbin celebrating Black History Month. We will be kicking off our celebration on Feb 5th on our instagram @WanawakeMentors #BlackHistoryMonth #newmonth #wanawakementors https://t.co/gttS9J3DwY,http://pbs.twimg.com/media/FKh2OKhXIAE1xQM.jpg,bi,bisexual,NA,NA,NA,NA,black history,black,NA,NA,NA,NA
1488574672748826631g,I forgot I started to read this book and got to the part of my intentions statement wrote it down. Then went back to my normal life. Now he keep showing up in my dreams because I asked him too. See below reference it is an ancient egyptian mystery school lesson. 🏫🔮 https://t.co/0AyABp6X1f,http://pbs.twimg.com/media/FKh6w17XwAAgGqc.jpg,NA,NA,NA,NA,NA,NA,egyptian,middle eastern,NA,NA,NA,NA
1488582960228053008g,"It's #WorldHijabDay 🧕 I showed his photo to my @PGDSBN SpecEd class and asked what they saw. ANSWERS: a doctor, a woman, a stethoscope, some writing, a smart person. Noone mentioned the #Hijab Since none of our classmates wear one I was pleasantly surprised by that! @dsbn https://t.co/g9bSBKF4k3",http://pbs.twimg.com/media/FKiCUF5XoAExhUQ.jpg,NA,NA,NA,NA,NA,NA,hijab,middle eastern,NA,NA,NA,NA
1488584585650884608g,"After graduating from Oberlin College in 1850, Lucy Stanton became the first Black woman in America to earn a four-year college degree. #BHM https://t.co/SzPJCXd1t0",http://pbs.twimg.com/media/FKiDyohWUAA3AOW.jpg,NA,NA,NA,NA,NA,NA,black woman,black,NA,NA,NA,NA
