image,text
https://raw.githubusercontent.com/heranmane/label_studio_images/main/twitter_data/aws_model_filtered_images/2022_meme_aws0729/1477143475975954433g.png,@zollotech Happy Gay Bear!! https://t.co/GeuLxe2sYH
https://raw.githubusercontent.com/heranmane/label_studio_images/main/twitter_data/aws_model_filtered_images/2022_meme_aws0729/1477148827660394500g.png,Thanks guys! 🥰 #thevillagehiddeninthemeadows #newyearseve #friday #smallbusiness #WINNER #Thankful #NewYear_SKZ2022 #latinaownedbusiness #ShopLocal #anime #otaku #anitwt #animetwt #art #latina #Marvel #HunterXHunter #NARUTO https://t.co/BgYC2txS63
https://raw.githubusercontent.com/heranmane/label_studio_images/main/twitter_data/aws_model_filtered_images/2022_meme_aws0729/1477159956268949505g.png,You wanna have fun??? Join the #SilkCityBookClub or just #SCBC because spelling is gay. Day 1 Book 1 #ChasingTheBoogeyman by @RichardChizmar Let's see how many books we can read &amp; show Lenny how to be a #RealAssLenny @MikeSafo Put your reading glasses on &amp; LET'S GO! https://t.co/J1EEHn4xWn
https://raw.githubusercontent.com/heranmane/label_studio_images/main/twitter_data/aws_model_filtered_images/2022_meme_aws0729/1477183446845898753g.png,@Liz_Wheeler Here’s what we’ve got on our phones at 2:40pm on NYE north of the border in Quebec (read the lower part in English). That’s N. Korean fascism level right there https://t.co/3skeobVa2c
https://raw.githubusercontent.com/heranmane/label_studio_images/main/twitter_data/aws_model_filtered_images/2022_meme_aws0729/1477297689159258119g.png,"🎉 Happy New Year! 🤩 Here’s the best smiles of 2021, from the Korean children we support. Let’s continue to bring more smiles to children who deserve it in 2022. #HappyNewYear #Korean #Children #Smile #Joy #Nonprofit #Charity #HAPPYNEWYEAR2022 https://t.co/BbQIK8Kw1P"
https://raw.githubusercontent.com/heranmane/label_studio_images/main/twitter_data/aws_model_filtered_images/2022_meme_aws0729/1477306324685885440g.png,El pueblo cubano se reinventa ante cada reto. Aportemos todos con nuestro cuidado y cuidando a los demás. Al #OmicronVirus también podemos vencerlo. #CubaVive y !!! VIVIRÁ POR SIEMPRE !!! #IzquierdaUnida https://t.co/KAGG1wbPMW
https://raw.githubusercontent.com/heranmane/label_studio_images/main/twitter_data/aws_model_filtered_images/2022_meme_aws0729/1477315470021865473g.png,Undocumented? Live in VA and get your drivers license 🤯 https://t.co/kwOQ83JKEA
https://raw.githubusercontent.com/heranmane/label_studio_images/main/twitter_data/aws_model_filtered_images/2022_meme_aws0729/1477317301141749763g.png,@MoneyMan this like 4 years in a row nigga be sliding 🔥🔥 https://t.co/OGe3LLkmyo
https://raw.githubusercontent.com/heranmane/label_studio_images/main/twitter_data/aws_model_filtered_images/2022_meme_aws0729/1477329736477155330g.png,New Years Day with my Depot Family! Thank you Asian Yummy for the wonderful lunch! https://t.co/kSltPdzle0
https://raw.githubusercontent.com/heranmane/label_studio_images/main/twitter_data/aws_model_filtered_images/2022_meme_aws0729/1477330292356620294g.png,@DrOnesmoMushi1 @luqman_mohamedy @MabalaMakengeza No!!! Foreign companies in Tanzania won't hire people who don't speak English. Stop misleading people. Read here: https://t.co/izATwCC4vB
