tweet_id,tweet_text,img_url,lgbtterm1,lgbtcat1,lgbtterm2,lgbtcat2,lgbtterm3,lgbtcat3,raceterm1,racecat1,raceterm2,racecat2,raceterm3,racecat3
1345030065390759938g,Thank you Indonesian Space Explorer InSpacE #ariss #sstv #iss #amsat #space #hamradio https://t.co/eVJdk8zKgI,http://pbs.twimg.com/media/EqqBtwYXcAEMCIp.jpg,NA,NA,NA,NA,NA,NA,indonesian,asian,NA,NA,NA,NA
1345046972399575048g,"@denne_eric @SamuelWBell @GeneValicenti @MackDistrict6 @NBC10 @SenatorRuggerio All Catholics and Jews and Hindus who practice our religion the way we always have use cannabis in our rituals. Can you take your head out of whatever is restricting oxygen long enough to go read the First Amendment? Also, cannabis is an HERB, not a drug, silly! https://t.co/mOMzSL2Rvw",http://pbs.twimg.com/ext_tw_video_thumb/1345046900161044480/pu/img/MbheMog3LfdcHEDw.jpg,bi,bisexual,NA,NA,NA,NA,hindu,asian,hindus,asian,jews,jewish
1345048799727783938g,"@denne_eric @SamuelWBell @GeneValicenti @MackDistrict6 @NBC10 @SenatorRuggerio And Senator Sammy did not rescind his ‘like’. Obviously he’s as bigoted and racist as you are! People used to say we should exclude gays because they spread diseases like AIDS, you sound even more deplorable then these homophobes. You’re a Christ-o-phobe! https://t.co/xSiCF6WSHg",http://pbs.twimg.com/media/EqqSvv6W4AoeU2Q.jpg,bi,bisexual,gay,gay,homo,lgbtq+,racist,minority,NA,NA,NA,NA
1345050919357067266g,I think I woke up blocked by like two different niggas. 😂🤣 Ain’t no way they mad at my single aas for laying up. https://t.co/cmq6A5bseP,http://pbs.twimg.com/tweet_video_thumb/EqqUrSAW4AE-vS9.jpg,NA,NA,NA,NA,NA,NA,nigga,black,niggas,black,NA,NA
1345063790954614785g,@LOVREGA FELIZ AÑO !!!!! Mexicanos Unidos por un México sin morena!!!!! https://t.co/KaGPqC8dvv,http://pbs.twimg.com/media/EqqgY6gXcAAuWuB.jpg,NA,NA,NA,NA,NA,NA,mex,hispanic,mexican,hispanic,mexicanos,hispanic
1345068176053207040g,Last year saw a nationwide racial justice reckoning as everyone from local governments to large corporations grappled with systemic inequity &amp; declared that #BlackLivesMatter. What happens when we apply that same energy to housing? https://t.co/47oTPJltr4,http://pbs.twimg.com/tweet_video_thumb/EqqkX_IVoAAqjgw.jpg,NA,NA,NA,NA,NA,NA,#blacklivesmatter,black,blacklivesmatter,black,NA,NA
1345069422608838656g,When my shit touchdown I’m dropping a Video cuz you Reseller niggas could SMD https://t.co/eLvGYXQvYi,http://pbs.twimg.com/media/EqqlgjsXYAAVBtO.jpg,NA,NA,NA,NA,NA,NA,nigga,black,niggas,black,NA,NA
1345074939557253120g,When the old nasty redneck maga woman say “oh you have the same name as my favorite tv news person” https://t.co/IbidO9lfxa,http://pbs.twimg.com/tweet_video_thumb/EqqqhqSXIAwf60x.jpg,bi,bisexual,NA,NA,NA,NA,redneck,white,NA,NA,NA,NA
1345076110585950216g,"It was an honor to be recognized by the #KYAlliance last night alongside my colleagues &amp; friends ⁦@atticascott4ky⁩, ⁦@RepNimaKulkarni⁩ &amp; ⁦@Booker4KY⁩. Thank you, ⁦@Seasoned4u⁩ &amp; the Alliance for all you do. #JusticeforBreonnaTaylor #SayHerName https://t.co/I25UUJNu5C",http://pbs.twimg.com/media/Eqqrl5bXEAEnGzd.jpg,NA,NA,NA,NA,NA,NA,sayhername,black,NA,NA,NA,NA
1345083675914825729g,"But that's at the beginning of the century. Certainly after the Free Speech, Civil Rights, &amp; Antiwar Movements, Berkeley’s progressive vanguard would embrace multifamily living that allows people of color, young people, &amp; workers of all kinds to build stable community. Oh. https://t.co/LLZmSCXQE1",http://pbs.twimg.com/media/EqqyeamUYAAptrZ.jpg,NA,NA,NA,NA,NA,NA,people of color,minority,NA,NA,NA,NA
1345083968920707075g,"What Hawley, Rutherford &amp; 139 of their Congressional GOP colleagues are peddling are grotesque fabrications. The “big lie” of election denial has some eerie resemblances to Holocaust denial—&amp; it is no less dangerous. I explain here: https://t.co/8WigvKmgpJ https://t.co/IkHMJKZwYg",http://pbs.twimg.com/media/EqqyvUuXIAEuRo8.jpg,bi,bisexual,NA,NA,NA,NA,holocaust denial,jewish,NA,NA,NA,NA
1345084691339235329g,@Chris_Benjiii Every other race get on here and watch black men and women slander each other like https://t.co/qWDe2dCxYD,http://pbs.twimg.com/tweet_video_thumb/EqqzZPZW4AA5tG3.jpg,NA,NA,NA,NA,NA,NA,black men,black,NA,NA,NA,NA
1345095167401996289g,11 Black Tea w/ @MelaynaWilliams 12 @louderthanariot w/@sid_madden 13 Floodlines 14 Seat at the Table 15 @truenorthviews 16 The United States of Anxiety 17 @NPRCodeSwitch w/ @_NatalieEscobar 18 Anti-Racist Educator Reads w/ @clclyne 19 @book_women 20 @itsacontinent https://t.co/sVkgjOIaqr,http://pbs.twimg.com/media/Eqq87C_W4Ag5gUs.jpg,NA,NA,NA,NA,NA,NA,racist,minority,NA,NA,NA,NA
1345122643440111616g,Back at it again at Neko Stop ✨🐱 If you ever wanted to support this family-owned Japanese store now would be an excellent time!! Some of our ceiling fell recently and there was a lot of water damage :’) https://t.co/qkGgxYckBr,http://pbs.twimg.com/media/EqrV6ViVQAA8qOf.jpg,NA,NA,NA,NA,NA,NA,jap,asian,japanese,asian,NA,NA
1345124200248442880g,"🏳️‍⚧️ new year, new pronouns? 🏳️‍⚧️ my gender journey is still very much in progress, but I know that for now I want to try out they/them/theirs. I recognize that it can be overwhelming when people change their pronouns, but be patient. We’re just trying to figure out what feels best. https://t.co/Xjwk1if7w5",http://pbs.twimg.com/media/EqrXVKmXEAAtHmp.jpg,pronouns,lgbtq+,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1345126675244191744g,"@FLOTUS Normally I would tell you that you’re a fucking racist birther who should go to hell. But it’s a new year. So I wish you the best in prison, darling! @realDonaldTrump https://t.co/28xsLRGslw",http://pbs.twimg.com/media/EqrZk_KVoAA-Co3.jpg,bi,bisexual,NA,NA,NA,NA,racist,minority,NA,NA,NA,NA
1345153187687374848g,I ❤️ being Haitian ✨ https://t.co/nzkj7paLHz,http://pbs.twimg.com/ext_tw_video_thumb/1345153147443023877/pu/img/_mXwjFYXfPRLWz-G.jpg,NA,NA,NA,NA,NA,NA,haitian,black,NA,NA,NA,NA
1345155986399633408g,"Is there a better way to celebrates New Years Day, then Chinese Food from AsianYummy with my Depot Family! https://t.co/KkNdXSTepA",http://pbs.twimg.com/media/Eqr0PPtXYAA1CBI.jpg,NA,NA,NA,NA,NA,NA,chinese,asian,asian,asian,NA,NA
1345166048203595777g,Happy New Year!! I started by watching the incredibly talented @KChenoweth in #Netflix’s #Holidate. I really liked it!! Hope everyone is safe and happy! ❤️ #lgbtq #ftm #artistsontwitter https://t.co/DGuj5RA9K3,http://pbs.twimg.com/media/Eqr9Y6iXAAAyKWm.jpg,ftm,transgender,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1345184661685735424g,@catcora Japanese eat these beans. https://t.co/9u0pWkCzw5,http://pbs.twimg.com/media/EqsOUg-UUAA4v3p.jpg,NA,NA,NA,NA,NA,NA,jap,asian,japanese,asian,NA,NA
1345189362762358785g,"#Trump and 140 #GOP Members Claim ""Chinese Conspiracy"": https://t.co/11eWUDWnD1 @GenFlynn @realDonaldTrump @WhiteHouse @POTUS @replouiegohmert @marklevinshow @theblaze @TwitterDC @RightWingWatch @TwitterNews @TwitterMedia @TakeoverDc @CNewsfeedus @fbnewsroom @ReimagineRadio https://t.co/1CoDmKm8Rw",http://pbs.twimg.com/media/EqsSl0XVgAA4sZi.jpg,NA,NA,NA,NA,NA,NA,chinese,asian,NA,NA,NA,NA
1345191554173054982g,"Excited to team up with fitness professionals across Canada to help raise awareness about the farming laws that the Modi Government is implementing that will hurt small family businesses, dehumanizing our farmers in Punjab and their rights, suicide &amp; education. #ISTANDWITHFARMER https://t.co/Jeufg7mS9Y",http://pbs.twimg.com/media/EqsUlj5XIAYJxTV.jpg,NA,NA,NA,NA,NA,NA,punjab,asian,NA,NA,NA,NA
1345196541066272768g,@DirtyOne83 i tend to use a lot of madoo but i use a lot of other rainbows as well as some really strong solid an bi-color leads. just hit me up whenever you want to wash a dungeon https://t.co/Q8K8xcTAHv,http://pbs.twimg.com/media/EqsZH7OXMAIFaG3.jpg,bi,bisexual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1345202942643740674g,25mm lash collection 🥰❤️ #shopsmall #SupportSmallBusinesses #SupportBlackBusiness #lashprenuer #BlackGirlMagic #lashboss #cosmeticboutique #blackowned #GirlBoss #ordertoday 🥰❤️‼️ https://t.co/J2qvSioJR7,http://pbs.twimg.com/ext_tw_video_thumb/1345202827065520128/pu/img/GbRGVqQCehQ-iyap.jpg,NA,NA,NA,NA,NA,NA,blackgirlmagic,black,NA,NA,NA,NA
1345215032464990209g,"White people, you see an application with this description, what’s your reasoning for creating a profile? How do you arrive at the justification? https://t.co/aM0cBxu7SX",http://pbs.twimg.com/media/Eqsp7oTXAAYJviE.jpg,NA,NA,NA,NA,NA,NA,white people,white,NA,NA,NA,NA
1345221618574868480g,@realDonaldTrump Don't forget to wear your Nazi Swastika on your arm at the rally https://t.co/xH37R0V4jB,http://pbs.twimg.com/media/Eqsv7TgVgAMaccK.jpg,NA,NA,NA,NA,NA,NA,swastika,jewish,NA,NA,NA,NA
1345233394901381121g,"For 60 days, millions of people in Tigray have not accessed food, water, electricity, internet or phones. They've also been under attack by Eritrean and Ethiopian forces for weeks. Many have died. Not enough people are talking about this #TigrayGenocide https://t.co/oR1mRy7jfn",http://pbs.twimg.com/media/Eqsm5FjXUAAenig.jpg,NA,NA,NA,NA,NA,NA,ethiopian,black,NA,NA,NA,NA
1345234053688152066g,"Alongside these interviews, the doc also explores the tragic marriage between Jack Nance and Kelly Van Dyke. How the problems during it evolved into a tragic turn that affected the filming of a movie he was working on and how it permanently scarred his life. https://t.co/B2ZhYkakib",http://pbs.twimg.com/media/Eqs7OXZXIAE7h7p.jpg,dyke,lesbian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1345236536196009984g,"1 January 2021 #GodofAbraham #Jesus News Release @MikeArchives @jeffdavisshow US Congress Campaigns District 10 Texas 1990, 1992, 1994 Legendary Debate 1992 Trilateral Commission Talk floors Late US Rep JJ ""Jake"" Pickle Answers the Jewish question https://t.co/QicShKMGM6 https://t.co/c8vSB7vjW4",http://pbs.twimg.com/media/Eqs9fALW4AUI43T.jpg,NA,NA,NA,NA,NA,NA,jewish,jewish,jew,jewish,NA,NA
1345259536937070592g,My nigga how the fuck you pronounce this shit https://t.co/MEUSlsjw6R,http://pbs.twimg.com/media/EqtSaw9W8AEq7xT.jpg,NA,NA,NA,NA,NA,NA,nigga,black,NA,NA,NA,NA
1345287653323919360g,@dlgarrison @TheDemocrats @GavinNewsom @TeamPelosi @SenFeinstein @chuckschumer @Oprah What happened to the old aristocracy? Too white and racist for the real world? You and your loser ass douchebag descendants https://t.co/HRzpE9tROj,http://pbs.twimg.com/tweet_video_thumb/Eqtr-uWW8AAfSwP.jpg,NA,NA,NA,NA,NA,NA,racist,minority,NA,NA,NA,NA
1345293208264220672g,Más información aquí:👇🎉🍾🥂🎊 https://t.co/7uuIQtXbRO #COVID19 #방탄소년단 #1Enero #ChinaVirus #vaccination #vaccine #Europe #American #USA #Mexico #Brasil #Asia #Australia #Covid #coronavirus #HappyNewYear2021 #anonuevo2021 #NewYork #NYEL2021 #ChinaVirus #1deEnero2021 #Mexico https://t.co/Fkb0xVI5h5,http://pbs.twimg.com/media/EqtxCyUUYAANf5U.jpg,NA,NA,NA,NA,NA,NA,chinavirus,asian,NA,NA,mex,hispanic
1345302060137373702g,Why is it so hard for some people to say the word #Black? I like the way it sounds and I like the way it looks on me 💕💚 Please don’t call me the “B” word - BIPOC 🤬 https://t.co/ulqn4Rz7rp,http://pbs.twimg.com/media/Eqt5F5iXYAALgV6.jpg,bi,bisexual,NA,NA,NA,NA,bipoc,minority,poc,minority,NA,NA
1345349787290365952g,"@7HarleyDAngel7 @ScottPresler @maga_mae @realDonaldTrump @TRUMPMOMENTS411 I appeal to you, brothers, to watch out for those who cause divisions and create obstacles contrary to the doctrine that you have been taught; avoid them. Romans 16:17 #DeceiverInChief https://t.co/PcJ3hNp6Qv",http://pbs.twimg.com/media/EqukgGRXAAAkFtM.jpg,NA,NA,NA,NA,NA,NA,romans,white,NA,NA,NA,NA
1345354403893694466g,"Hace 10 años, con la cufiya blanquinegra representativa de Al Fatah... aunque yo prefiero y me siento más representado por la cufiya rojiblanca de Hamas... https://t.co/wlDe9bRBSi",http://pbs.twimg.com/media/EquosgAXYAArO6j.jpg,NA,NA,NA,NA,NA,NA,hamas,middle eastern,NA,NA,NA,NA
1345382387967004672g,"@DavidLarter When I taught at West Point 05-06, this was the poster that was approved. I asked, uh, why include Lee? I was told it was commemorating his time as a student &amp; service in the Mexican War. I noted that he was wearing a CSA uniform. They then said he was on the bottom so it was ok. https://t.co/98hiNOfvYV",http://pbs.twimg.com/media/EqvCJtYW8AIMZ74.jpg,NA,NA,NA,NA,NA,NA,mex,hispanic,mexican,hispanic,NA,NA
1345392075777388544g,Mostly clear with little temperature change. https://t.co/oWO9EQFaRj Apache Junction #AZ #forecast 08:30 https://t.co/tw2HtBcyEd,http://pbs.twimg.com/media/EqvK9qYXIAErfg0.jpg,NA,NA,NA,NA,NA,NA,apache,native american,NA,NA,NA,NA
1345397018596929539g,🇯🇵 any pointers/tips welcome as I start learning Japanese https://t.co/DXXNCHlvHB,http://pbs.twimg.com/media/EqvPb1BXIAAQNUt.jpg,NA,NA,NA,NA,NA,NA,jap,asian,japanese,asian,NA,NA
1345403837427793921g,"Names of 165 #Syrian doctors died due to #COVID19. Our deep condolences @MedGlobalOrg. It is catastrophic loss in a country that is inflicted with war &amp; shortage of healthcare for 10 years. @pfizer @moderna_tx @AstraZeneca should make it a priority to provide 100,000 vaccines https://t.co/0K3JNDaXl1",http://pbs.twimg.com/media/EqvVqCEVgAAVQCV.jpg,NA,NA,NA,NA,NA,NA,syrian,middle eastern,NA,NA,NA,NA
1345409390937919489g,@nimc_ng @FMoCDENigeria @DrIsaPantami So you are expecting Nigerian-Canadians to fly to Toronto or Winnipeg then pay CAD$70 to obtain NIN? Is this govt really in tune with what’s happening around the world? Who is advising @MBuhari &amp; his govt of these? @nassnigeria @abikedabiri https://t.co/xPWdMxySun,http://pbs.twimg.com/media/EqvatZjU0AAvUbT.jpg,bi,bisexual,NA,NA,NA,NA,nigeria,black,NA,NA,NA,NA
1345414484588945409g,@Menchacacares @realDonaldTrump The Proud Boys are the ones getting arrested for violence. Wake up! https://t.co/v6m4wowrx1,http://pbs.twimg.com/media/EqvfV9XXcAAt99Y.jpg,NA,NA,NA,NA,NA,NA,proud boys,white,NA,NA,NA,NA
1345415193182965773g,No evidence of election fraud as court after court has told America 👍🏼🇺🇸🗳 #PostcardsToVoters #Resist #IDDEMS #idpol #idyoungdems #SWIdahoNOW #IndivisibleID #DemCastID #DemCastUSA #ReclaimIdaho #BABEVOTE #BlackLivesMatter #MaskUpIdaho #MaskUpUSA https://t.co/Uud7sVVcMU,http://pbs.twimg.com/media/Eqvf_OdUcAAMzsY.jpg,NA,NA,NA,NA,NA,NA,#blacklivesmatter,black,blacklivesmatter,black,NA,NA
1345441190892752897g,The Proud Boys just realized that we weren’t lying about the police. https://t.co/b5iMAFXelU,http://pbs.twimg.com/tweet_video_thumb/Eqv3nQSXIAQqxfI.jpg,NA,NA,NA,NA,NA,NA,proud boys,white,NA,NA,NA,NA
1345451422234664962g,Romans 12:19 https://t.co/LfhPQu2xYk,http://pbs.twimg.com/media/EqwA76XXUAAq4Ss.jpg,NA,NA,NA,NA,NA,NA,romans,white,NA,NA,NA,NA
1345452476753973249g,Partly cloudy with little temperature change. https://t.co/oWO9EQFaRj Apache Junction #AZ #forecast 12:30 https://t.co/F3rUmtVJ3v,http://pbs.twimg.com/media/EqwB5d1XMAA9TMu.jpg,NA,NA,NA,NA,NA,NA,apache,native american,NA,NA,NA,NA
1345454155259850752g,@India2Russia #picturebook #BIPOC #author #WritingCommunity #writerslift A heartwarming tale of a little giraffe named Cam who loses his beloved musical sneakers https://t.co/uCe0TpEmCG https://t.co/yXXFyncAN4,http://pbs.twimg.com/media/EqwDahTXIAA0Q3v.jpg,bi,bisexual,NA,NA,NA,NA,bipoc,minority,poc,minority,NA,NA
1345459032384036869g,@MishraJennice #picturebook #BIPOC #author #WritingCommunity #writerslift A heartwarming tale of a little giraffe named Cam who loses his beloved musical sneakers https://t.co/uCe0TpEmCG https://t.co/aAdr2Yd7MS,http://pbs.twimg.com/media/EqwH3AXW8AEtn0R.jpg,bi,bisexual,NA,NA,NA,NA,bipoc,minority,poc,minority,NA,NA
1345475336176336899g,"@AnthonyMackie ....truth be told, we need to encourage and educate, our young black men about racism, and thank you for being a role model , and real hero to this generation , through your talent. https://t.co/WhwLO8o672",http://pbs.twimg.com/tweet_video_thumb/EqwWrzdXIAANnNa.jpg,NA,NA,NA,NA,NA,NA,black men,black,racism,minority,NA,NA
1345477751591981056g,"Facebook won’t let me report this this trash because saying the N word one letter at a time isn’t racist apparently which is BULLSHIT. So here’s his info, Twitter do what you need to do. https://t.co/Vk85rLX7qv",http://pbs.twimg.com/media/EqwY4fIUUAAzfDu.jpg,NA,NA,NA,NA,NA,NA,n word,black,racist,minority,NA,NA
1345479098928345090g,@ClaudioXGG Mexicanos Unidos por un México Libre de morena !!! https://t.co/au8lQqCgXL,http://pbs.twimg.com/media/EqwaHEFXEAAaAyD.jpg,NA,NA,NA,NA,NA,NA,mex,hispanic,mexican,hispanic,mexicanos,hispanic
1345484484360065024g,Oh so THIS is what #MAGA means! Whew😅 I feel so much better now. #BLM #loveislove #makeempathygreatagain #equalityforall https://t.co/yejMAEaUyT,http://pbs.twimg.com/media/EqwfATtVgAA0v35.jpg,NA,NA,NA,NA,NA,NA,blm,black,NA,NA,NA,NA
1345485719704391680g,"2 Weeks From Today ‼️‼️‼️ “Siri Set A Reminder For The 16th, It’s The Culture Vs The Metro’s ❗️ @TheRealJCMetro @MrGomezGCW #StayWoke 👀 @GCWWrestlingPro @WeLuvWrestling1 https://t.co/4sr7uEjsJW",http://pbs.twimg.com/media/EqwgIU9XMAU9UIO.jpg,NA,NA,NA,NA,NA,NA,staywoke,black,NA,NA,NA,NA
1345498215928324097g,My GAY FANS 🙏ask me if my Ass is clean 🤷🏽‍♂️ why don’t you ask @hazelmoorexxx ❤️❤️❤️ Now she lick it clean 👀👀 https://t.co/74tZJdysHz https://t.co/OXaA9I5HK3,http://pbs.twimg.com/ext_tw_video_thumb/1345498013297385472/pu/img/IlYuRCReQxzcBsxf.jpg,gay,gay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1345500545885347847g,"@Guyofthestorm @realDonaldTrump @Guyofthestorm In 2017, I read about BO, HC,&amp; Soros’ 16 yr plan to destroy America,but HC lost;=HC&amp;Soros’ Purple Revolution launched to destroy President Trump at every turn, including Soros’ paid BLM,$33M to riot,&amp; destroy America. SOROS ALSO FUNDS ANTIFA🔥🔥🔥 https://t.co/vK9UVDIcZ1",http://pbs.twimg.com/media/EqwtnT5XYAMF5Xz.jpg,NA,NA,NA,NA,NA,NA,blm,black,soros,jewish,NA,NA
1345504348831268864g,The Ethiopian Federal gov’t has blocked ethnic Tigrians from catching flights. These are systematic attacks against ethnic Tigrayans #TigrayGenocide https://t.co/mqIhcMC3n3,http://pbs.twimg.com/media/EqwBEKjXAAINrtV.jpg,NA,NA,NA,NA,NA,NA,ethiopian,black,NA,NA,NA,NA
1345506587226611712g,I swear I hate niggas sometimes it’s not that damn serious stay in the fucking house https://t.co/kfJwunyreP,http://pbs.twimg.com/tweet_video_thumb/EqwzG1WXEAAiOJL.jpg,NA,NA,NA,NA,NA,NA,nigga,black,niggas,black,NA,NA
1345521302732464128g,"@stylebender OSU 💪🏿 Happy 2021, my nigga 👊🏿 https://t.co/jVQDJJkkNd https://t.co/ooGTcsfesi",http://pbs.twimg.com/media/EqxAfmVXAAEwCOD.jpg,NA,NA,NA,NA,NA,NA,nigga,black,NA,NA,NA,NA
1345541816964296704g,@BWalkerSEC Fresh off an NCAA Title?!?! https://t.co/XADiGXjid8,http://pbs.twimg.com/media/EqxTJqXXcAIBWSU.jpg,NA,NA,NA,NA,NA,NA,fresh off,asian,NA,NA,NA,NA
1345545897954869249g,"@ScottAdamsSays Please give examples of voter fraud besides the large disinformation outlet from the lack of FactChecker from the Far Right Wing media outlets that have become a KKK, White Supremacy movement. Qanon, Breitbart, other cult Faux News are excluded...🤷🏽‍♀️You’re turn!!!! 🙄Geezus! 👎🏻 https://t.co/t0QNto2V9b",http://pbs.twimg.com/media/EqxW3LvVkAAipKb.jpg,NA,NA,NA,NA,NA,NA,kkk,white,NA,NA,NA,NA
1345551068705542144g,"@itzivalencia 1) La sombra del viento 2) El último encuentro 3) Ha vuelto 4) La columna de hierro 5) El nombre de la Rosa 6) Las 48 leyes del poder En ese orden. No parece en la imagen, pero LA CONJURA DE LOS NECIOS es una estupenda novela/comedia/sátira/humor negro. https://t.co/FYOJwRfneN",http://pbs.twimg.com/media/EqxbkGnW4AAPOQK.jpg,NA,NA,NA,NA,NA,NA,negro,black,NA,NA,NA,NA
1345551552354938881g,Stuffed cabbage rolls are in the oven now I get to relax and watch “Uncle Frank.” #film #gay https://t.co/IUBlmSzw6W,http://pbs.twimg.com/media/EqxcAY8XAAATRvd.jpg,gay,gay,NA,NA,NA,NA,blm,black,NA,NA,NA,NA
1345554109852745731g,LIGHT SKIN NIGGAS GOTTA ANSWER FOR THIS WHAT THE FUCC IS THIS https://t.co/KfYEUJYcjd,http://pbs.twimg.com/media/EqxeVHrXIAAkNo2.jpg,NA,NA,NA,NA,NA,NA,light skin,black,nigga,black,niggas,black
1345558512118751232g,@mully I thought he was bisexual @juicyfruitsnacc it's okay if you are we still love you!! https://t.co/C6RAnvTP8R,http://pbs.twimg.com/tweet_video_thumb/EqxiU3TW4AAtcAK.jpg,bisexual,bisexual,bi,bisexual,NA,NA,NA,NA,NA,NA,NA,NA
1345560140330758144g,En un ratito nuestro Vídeo de Año Nuevo en todas mis #PLATAFORMAS❗😇 https://t.co/LRow1ogV0F #God #Jew #Mentalidad #Emprende #Crea #Cambia #Changes #Dreams #Goals #metas #monterrey #Tiktok #actitud #marketing #socialmedia #newyear #Negocios https://t.co/M8JTYa5P48,http://pbs.twimg.com/ext_tw_video_thumb/1345560081371430914/pu/img/3XhmDuNAe6W848Pl.jpg,bi,bisexual,NA,NA,NA,NA,jew,jewish,NA,NA,NA,NA
