batch,image,text
batch_27,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_27/100575-1812990358894047.png,Tapas Thursdays are back tomorrow! Come join us at the bar or communal from 5-9 and get your #tapas on! #special #bar #tapasthursday #happyhour
batch_27,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_27/100594-2817151798590466.png,"Today (Wed) from 🕓 11am-2pm Shawn Jenkins Children’s MUSC (10 McClennan Banks Dr, 29425) See our full schedule at https://streetfoodfinder.com/thai_truck"
batch_27,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_27/100774-5148517098561590.png,Always save room for dessert 🍮 #comidacubano #cubanrestaurant #cubanculture #palmdaleca #socal #cubanfood #thefoodieinitiative #foodreels #globaleats #foodieinternationalchat #foodandbeverageindustry #feedaesththetic #dinein #desserts #flan #empanadas #guava #cheesecakes
batch_27,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_27/101895-10158603893976237.png,"It's almost Independence Day weekend! Magers & Quinn is open regular hours all weekend, and 10am - 8pm on Monday 7/4. Have a safe and happy holiday weekend! Pictured: a (very small!) selection of picks from our (rather large!) US history section."
batch_27,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_27/102429-10159827914881912.png,"Join us at our next Courageous Conversation featuring author Jonna Perrillo on Wednesday, May 18 at 6 pm! In ""Educating the Enemy: Teaching Nazis and Mexicans in the Cold War Borderlands,"" Jonna Perrillo explores the assimilation of the children of Nazi scientists into the El Paso public school system while Mexican American children were only permitted at ""Mexican schools"" and received a highly inequitable education. In this conversation with Jonna Perrillo, we will discuss her research and the question of who is treated justly in American society. Register here: https://us06web.zoom.us/webinar/register/5916523219960/WN_Ul3exOEMSUm8ISH7xTDuiw"
batch_27,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_27/102574-10159811634263728.png,"Our Spring Festival is only a few weeks away! You're all invited to this free, family-friendly, event that celebrates our wonderful community. We'll have face painting, games, characters & princesses, make & take crafts, local crafters, junior makers, and local small businesses. You won't want to miss it! Vendor applications can be found on our website at: bgcslo.org/festival:=:https://www.bgcslo.org/festival.html"
batch_27,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_27/105227-3344175122479040.png,Not Many People Noticed This “Strange” Ornament In The Biden White House: https://buff.ly/3yeYQYK:=:https://america.awm.com/not-many-people-noticed-this-strange-ornament-in-the-biden-white-house-2-2-2/
batch_27,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_27/108650-10162407456998636.png,"Hey everyone! Water Baptisms are coming up soon! If you haven't been Baptized yet, please join us for our next Water Baptism! The Baptism will take place on Wednesday, May 18 at 7:00 PM To sign up text the word WATER to 732-375-1563 or go to graceandpeace.org, No later than May 11th."
batch_27,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_27/110408-10158814441986247.png,"The best time to start Jiu-jitsu was at 4 yrs old. The second best time is now. Don't allow fear or anxiety hold you back. ""I don't have time"" or ""I can't afford it"" or ""I'm too out of shape""... those are the very excuses that hold you back. They are the product of fear. And fear will kill you. Start today www.tai-kai.com:=:https://www.syracusejiujitsu.com/"
batch_27,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_27/110433-10160121191524201.png,"🌻 Tune in this Friday, March 11 at 1pm as Michael Brenner of American University explores the impact of the current war in Ukraine on Europe’s Jewish communities. ✍️ Register: bit.ly/3CsC7sY:=:https://secure.qgiv.com/for/jmoffiu/"
