batch,image,text
batch_33,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_33/198263-7882599425098910.png,"🏀NOW LIVE🏀The Iowa Wolves are auctioning off specially-themed game-worn and signed jerseys, with proceeds benefitting EMBARC: Ethnic Minorities of Burma Advocacy and Resource Center: https://bit.ly/3LGCTGI:=:https://web.dashapp.io/team/iowawolves Bid on your favorite player's or a team-signed jersey, NOW!"
batch_33,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_33/198265-10160390996648013.png,"BVOH Book of the Day: Day 27! Each day during Black History Month BVOH will be recommending a book written by a Black author and which centers the Black community and experience. Today's Book Is: The Will To Change - Men, Masculinity and Love by bell hooks"
batch_33,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_33/198266-10160382267768013.png,BVOH Book of the Day: Day 23! Each day during Black History Month BVOH will be recommending a book written by a Black author and which centers the Black community and experience. Today's Book Is: Hood Feminism by Mikki Kendall
batch_33,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_33/198267-10160380747633013.png,"Community! Our friends and collaborators at Opera Paralléle are doing a limited, one-of-a-kind experience inside Grace Cathedral with their production of Sophia's Forest by Lembit Beecher & Hannah Moscovitch. For more information, and for tickets, go to: operaparallele.org/sophia:=:https://operaparallele.org/sophia/"
batch_33,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_33/198268-10160370281223013.png,BVOH Book of the Day: Day 17! Each day during Black History Month BVOH will be recommending a book written by a Black author and which centers the Black community and experience. Today's Book Is: Ace of Spades by Faridah Abike-Iyimide
batch_33,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_33/198269-10160353548623013.png,BVOH Book of the Day: Day 8! Each day during Black History Month BVOH will be recommending a book written by a Black author and which centers the Black community and experience. Today's Book Is: This Poison Heart by Kalynn Bayron
batch_33,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_33/19827-10161814116328835.png,"One week left to register for our 1 day event, “West Meets East” featuring the one and only @aron_snyder! We can’t wait to see y’all! Lots of knowledge, laughs and a few surprises! Few spots are left! Contact @taylorsarchery to book your spot! #kifarulife #taylorsarchery #blackriflecoffee #epicness #aronsnyder #westmeetseast"
batch_33,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_33/198270-10160349940628013.png,BVOH Book of the Day: Day 6! Each day during Black History Month BVOH will be recommending a book written by a Black author and which centers the Black community and experience. Today's Book Is: Don't Call Us Dead by Danez Smith
batch_33,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_33/198271-10158394122311816.png,"""Before a new coronavirus variant causes another surge in illnesses and deaths, we need to take steps to protect this population."" — Dr. Arturo Vargas Bustamante, #UCLAFSPH & UCLA Latino Policy & Politics Initiative Read the Los Angeles Times op-ed: https://bit.ly/36XcHrw:=:https://ph.ucla.edu/news/news-item/2022/mar/opinion-cuts-covid-relief-programs-are-coming-once-again-latinos-will-bear"
batch_33,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_33/198272-10158291676756816.png,"Meet Keyanna Taylor, a PhD student in the Department of Epidemiology, who is working with FSPH’s UCLA Center for LGBTQ Advocacy, Research & Health (C-LARAH). Among Keyanna’s contributions at the center, she is writing a research grant focused on the health and well-being of queer women who are racial/ethnic minorities. Explore C-LARAH’s year one impact: https://bit.ly/32TwQNI:=:https://ph.ucla.edu/news/news-item/2022/jan/ucla-fielding-school-center-lgbtq-advocacy-research-health-marks-its-first"
