batch,image,text
batch_39,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_39/195885-1996439330543579.png,"UFC 273 [ SATURDAY, APRIL 9 2022 ] The UFC returns to Jacksonville, Fla., on April 9 with two title fights atop a stacked card. The promotion on Tuesday announced the full fight lineup for the spring event, which is headlined by a featherweight title fight between champ Alexander Volkanovski and The Korean Zombie (otherwise known as Chan Sung Jung). A bantamweight title rematch between champ Aljamain Sterling and interim titleholder Petr Yan co-headlines. The title tilts were originally scheduled to headline UFC 272 on March 5, but they were moved after Volkanovski’s original opponent, ex-champ Max Holloway, was ruled out of the event. Jung stepped in as a replacement after a bevy of top featherweights called for a title shot. Sterling and Yan originally were set to meet at UFC 267, but a lingering neck injury forced Sterling to withdraw, prompting the promotion to put on an interim title fight between Yan and Cory Sandhagen, which Yan won via decision. Yan’s undisputed title was captured by Sterling via disqualification in their first meeting at UFC 258 when he landed an illegal knee that rendered Sterling unable to continue. EVENT: UFC 273: “Volkanovski vs. Korean Zombie” DATE: Sat., April 9, 2022 LOCATION: VyStar Veterans Memorial Arena in Jacksonville, Florida Alexander Volkanovski vs. Chan Sung Jung Aljamain Sterling vs. Petr Yan Mackenzie Dern vs. Tecia Torres Kelvin Gastelum vs. Nassourdine Imavov Irene Aldana vs. Aspen Ladd Preliminary Card (6:15 p.m. ET on ESPN, ESPN+ and UFC Fight Pass) Ian Garry vs. Darian Weeks Dricus Du Plessis vs. Chris Curtis Jairzinho Rozenstruik vs. Marcin Tybura Albert Duraev vs. Anthony Hernandez Mickey Gall vs. Mike Malott Gavin Tucker vs. Pat Sabatini Julio Arce vs. Daniel Santos Vinc Pichel vs. Mark Madsen Piera Rodriguez vs. Kay Hansen - https://www.mmafighting.com/2022/2/8/22924189/ufc-273-volkanovski-vs-the-korean-zombie-full-fight-card-announced"
batch_39,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_39/195886-1996438707210308.png,"UFC 273 [ SATURDAY, APRIL 9 2022 ] The UFC returns to Jacksonville, Fla., on April 9 with two title fights atop a stacked card. The promotion on Tuesday announced the full fight lineup for the spring event, which is headlined by a featherweight title fight between champ Alexander Volkanovski and The Korean Zombie (otherwise known as Chan Sung Jung). A bantamweight title rematch between champ Aljamain Sterling and interim titleholder Petr Yan co-headlines. The title tilts were originally scheduled to headline UFC 272 on March 5, but they were moved after Volkanovski’s original opponent, ex-champ Max Holloway, was ruled out of the event. Jung stepped in as a replacement after a bevy of top featherweights called for a title shot. Sterling and Yan originally were set to meet at UFC 267, but a lingering neck injury forced Sterling to withdraw, prompting the promotion to put on an interim title fight between Yan and Cory Sandhagen, which Yan won via decision. Yan’s undisputed title was captured by Sterling via disqualification in their first meeting at UFC 258 when he landed an illegal knee that rendered Sterling unable to continue. EVENT: UFC 273: “Volkanovski vs. Korean Zombie” DATE: Sat., April 9, 2022 LOCATION: VyStar Veterans Memorial Arena in Jacksonville, Florida Alexander Volkanovski vs. Chan Sung Jung Aljamain Sterling vs. Petr Yan Mackenzie Dern vs. Tecia Torres Kelvin Gastelum vs. Nassourdine Imavov Irene Aldana vs. Aspen Ladd Preliminary Card (6:15 p.m. ET on ESPN, ESPN+ and UFC Fight Pass) Ian Garry vs. Darian Weeks Dricus Du Plessis vs. Chris Curtis Jairzinho Rozenstruik vs. Marcin Tybura Albert Duraev vs. Anthony Hernandez Mickey Gall vs. Mike Malott Gavin Tucker vs. Pat Sabatini Julio Arce vs. Daniel Santos Vinc Pichel vs. Mark Madsen Piera Rodriguez vs. Kay Hansen - https://www.mmafighting.com/2022/2/8/22924189/ufc-273-volkanovski-vs-the-korean-zombie-full-fight-card-announced"
batch_39,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_39/195887-5172724076089704.png,Check out this Weekly 🔥HOT🔥 Deal from Crown Dodge of Fayetteville! 2020 Jeep Grand Cherokee TrailHawk #Jeep #Cherokee #GrandCherokee #Fayetteville #FayettevilleNC #HotDeal #Mopar #MoparOrNoCar #TrailHawk #Summit
batch_39,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_39/195888-5160124797340514.png,"Black History Month Spotlight from Belk Belk has teamed with The Loveland Foundation and HBCU Legacy Foundation to support mental, physical & emotional health within the Black community. To further its commitment to diversity, equity, and inclusion, Belk has expanded its list of vendors with the addition of more than a dozen diverse-owned brands across home, apparel, beauty, and accessories. Shop brands like SPGBK, Mother's Shea, Fifth Sun™, and many more. For store details visit -> https://bit.ly/33fGmLb:=:https://www.coastalgrand.com/store/belk?linkId=151836809"
batch_39,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_39/195889-10160061609901111.png,"In two weeks, on March 4-5, HCFA is sponsoring & participating in a BIWOC Gathering Circle Symposium focused on Healing Justice. Maria Gonzalez Albuixech & Lorraine Anyango are slated to be panelists at the symposium. Anyone interested in registering should see: www.biwocgatheringcircle.org:=:https://www.biwocgatheringcircle.org/"
batch_39,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_39/195891-10159147102080129.png,"Curious about what it's like to work in the field of media? You're in the right place! Come learn from and connect with two Cal alums: 🔵 Yvonne Armenta | Manager, Internal Communications, Healthline Media BA in Media Studies and Native American Studies, 2017 🟡 Rosie Quintal | Creative Talent Development - US & Canada, Netflix BA in Rhetoric and Political Economy, 2014 ** Open to all majors #UCBerkeley #CalCareerCenter #CalAlumni #AlumniCareerChat"
batch_39,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_39/195892-4753488541430469.png,Take advantage of the great weather and head out this weekend to visit one of the many Black History Month events and exhibits throughout the city! Scroll through our post to see more upcoming events throughout the month.
batch_39,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_39/195894-10158953753074983.png,"Please join us for the Watson Institute's U-Fli Community Dinner on Wednesday, March 2nd at 6:00PM. This event will be held In the Agora at 280 Brook Street. Sponsored by Watson's Student Advisory Council, the DIAP Committee, and the U-Fli Center. https://bit.ly/3JkgrkL:=:https://watson.brown.edu/events/2022/watson-and-u-fli-community-building-dinner"
batch_39,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_39/195895-10158650357831367.png,"The National Association of Hispanic Real Estate Professionals (NAHREP®) is now accepting nominations for the Top 250 Awards until Feb. 28. This award celebrates and recognizes those individuals whose hard work and dedication have led them to close an outstanding number of transactions to increase the rate of sustainable Hispanic homeownership. Last year, more than 22 Coldwell Banker-affiliated agents across the country received awards. We would love to recognize our agents throughout the Pacific Northwest! Nominations accepted through Feb 28! 📩 NOMINATE: https://nahrep.org/top250/nominations/:=:https://www.nahrep.org/top250/nominations/"
batch_39,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_39/195896-3588508321375455.png,Laurie Robinson Haden said recent lawyer deaths have inspired her network to encourage its members to get tested on everything from blood pressure to cholesterol and glucose levels. http://blawgo.com/qhNxGy3:=:https://news.bloomberglaw.com/business-and-practice/allstate-legal-chief-fergusons-death-mourned-as-industry-loss
