batch,image,text
batch_36,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_36/197068-5300255773338359.png,Here's a look at the weather as we head into your Wednesday. Full forecast available anytime at https://iowawx.com/forecast
batch_36,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_36/197069-5299767636720506.png,"As we approach drive-time, here's a look at the weather. Temperatures range from 52 in Charles City to 63 in Fort Madison, Keokuk, and Mount Pleasant."
batch_36,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_36/197070-5298643596832910.png,Happy Tuesday! Temperatures this morning range from 22 in Fort Dodge to 48 in Keokuk. Have a great day!
batch_36,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_36/197071-5298396880190915.png,"It's after 5:30, which means it's time for a check of the radar and temperatures. Statewide, we're ranging from 24 in Estherville and Spencer to 48 in Fort Madison and Keokuk."
batch_36,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_36/197072-5297514110279192.png,Here's a look at the weather as we head into your Tuesday. Full forecast available anytime at https://iowawx.com/forecast
batch_36,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_36/197073-5297191510311452.png,Monday high temperatures: we ranged from 45 in Sheldon to 64 in Keokuk and Mount Pleasant.
batch_36,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_36/197074-5296998320330771.png,"As we approach drive-time, here's a look at the weather. Temperatures range from 42 in Estherville to 63 in 7 locations."
batch_36,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_36/197075-5295892327108037.png,Welcome back to the work week! Temperatures this morning range from 30 in Iowa City to 45 in Keokuk. Have a great day!
batch_36,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_36/197076-5295662573797679.png,"It's after 5:30, which means it's time for a check of the radar and temperatures. Statewide, we're ranging from 28 in Muscatine to 46 in Council Bluffs."
batch_36,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_36/197077-5294871720543431.png,Here's a look at the weather as we head into your Monday. Full forecast available anytime at https://iowawx.com/forecast
batch_36,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_36/197078-5294584703905466.png,Sunday high temperatures: we ranged from 50 in Dubuque to 64 in Sioux City.
batch_36,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_36/197079-5293312704032666.png,"As we enter the second half of the weekend, temperatures this morning range from 19 in Dubuque to 36 in Fort Madison and Keokuk. Enjoy your Sunday!"
batch_36,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_36/197080-5291817954182141.png,Good afternoon. Are you enjoying your weekend? Temperatures currently range from 20 in Dubuque to 38 in Sioux City.
batch_36,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_36/197081-5290761377621132.png,Welcome to the weekend. Here's a look at temperatures around the area - we range from -1 in Spencer to 12 in Mount Pleasant. Enjoy your Saturday.
batch_36,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_36/197082-5289091284454808.png,"As we approach drive-time, here's a look at the weather. Temperatures range from 13 in Mason City to 28 in Mount Pleasant."
batch_36,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_36/197083-5288654667831803.png,"As we sit at the lunch-hour, here's the story out the window... temperatures range from 10 in Sheldon to 32 in Mount Pleasant."
batch_36,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_36/197084-5287738871256716.png,"It's after 5:30, which means it's time for a check of the radar and temperatures. Statewide, we're ranging from 10 in Cedar Rapids and Ottumwa to 19 in Charles City and Hampton."
batch_36,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_36/197085-5286833441347259.png,Here's a look at the weather as we head into your Friday. Full forecast available anytime at https://iowawx.com/forecast
batch_36,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_36/197086-5286496151380988.png,Thursday high temperatures: we ranged from 19 in Cedar Rapids to 34 in Sioux City.
batch_36,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_36/197087-5286249768072293.png,"As we approach drive-time, here's a look at the weather. Temperatures range from 18 in Chariton, Centerville, and Fairfield to 33 in Sioux City."
batch_36,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_36/197088-5285154851515118.png,"Welcome to Thursday, Iowa! Taking a look at the weather this morning, temperatures range from 9 in Sheldon to 21 in Mount Pleasant. Have a great day!"
batch_36,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_36/197089-5284894621541141.png,"It's after 5:30, which means it's time for a check of the radar and temperatures. Statewide, we're ranging from 10 in Decorah, Sheldon, and Sioux County to 21 in Keokuk and Mount Pleasant."
batch_36,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_36/197090-5284000838297186.png,Here's a look at the weather as we head into your Thursday. Full forecast available anytime at https://iowawx.com/forecast
batch_36,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_36/197091-5283449435018993.png,"As we approach drive-time, here's a look at the weather. Temperatures range from 18 in Sheldon and Sioux County to 36 in Fort Madison."
batch_36,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_36/197092-5283341635029773.png,It's afternoon over Sioux City... here's a look outside. The airport is reporting partly cloudy and 25.
batch_36,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_36/197093-5283000235063913.png,"As we sit at the lunch-hour, here's the story out the window... temperatures range from 19 in Estherville to 37 in Keokuk."
batch_36,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_36/197094-5282383345125602.png,It's Wednesday. Here's how temperatures are looking: ranging from 12 in Sheldon to 32 in Mount Pleasant. Have a great day!
batch_36,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_36/197095-5282134461817157.png,"It's after 5:30, which means it's time for a check of the radar and temperatures. Statewide, we're ranging from 16 in Sheldon to 30 in Mount Pleasant."
batch_36,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_36/197096-5280940778603192.png,Tuesday high temperatures: we ranged from 33 in Cedar Rapids and Dubuque to 50 in Shenandoah and Sioux City.
batch_36,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_36/197097-5280276618669608.png,"As we sit at the lunch-hour, here's the story out the window... temperatures range from 30 in Cedar Rapids and Dubuque to 44 in Sioux City."
batch_36,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_36/197098-5279347035429233.png,"It's after 5:30, which means it's time for a check of the radar and temperatures. Statewide, we're ranging from 5 in Monticello to 23 in Estherville and Spencer."
batch_36,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_36/197099-5278495788847691.png,Here's a look at the weather as we head into your Tuesday. Full forecast available anytime at https://iowawx.com/forecast
batch_36,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_36/1971-374945701336200.png,"Pat, pat, pat...Little Star's soft feet tiptoed to the Big Mooncake. Little Star loves the delicious Mooncake that she bakes with her mama. But she's not supposed to eat any yet! What happens when she can't resist a nibble?In this stunning picture book that shines as bright as the stars in the sky, Newbery Honor author Grace Lin creates a heartwarming original story that explains phases of the moon. https://moms.ly/3G7QaWr:=:https://bookshop.org/books/a-big-mooncake-for-little-star/9780316404488"
batch_36,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_36/19710-10159563042314061.png,Great news: Governor Michelle Lujan Grisham just endorsed Think New Mexico's proposal to repeal the tax on Social Security income during her State of the State address!
